"","PS.rep1","PS.rep2","ART.rep1","ART.rep2","RS.rep2","RS.rep3"
"FAF2",70.7838,70.6886,57.4298,35.5146,34.9459,28.7734
"FAH",1.54015,1.47426,2.61493,8.74786,3.8906,3.38121
"FAHD1",23.91509,23.1334,26.99835,40.61848,49.70982,23.98155831
"FAHD2A",65.8519,55.4822,47.866,68.638,62.1974,44.6099
"FAHD2B",107.05186,29.17238,40.6858,284.63311,107.73948,82.72596
"FAHD2CP",22.6645,19.2774,22.0145,57.2428,35.897,33.663
"FAIM",9.51091,18.84717,18.368126,10.348424,16.858944,17.061287
"FAIM2",4.76897,1.30027,1.69599,18.9539,3.80854,3.54214
"FALEC",0.480988,5.68477,9.59667,1.36225,5.90872,2.95616
"FAM102A",5.312751,5.638156,4.30873,8.24925,3.28439,5.00633
"FAM102B",3.26753,6.68812,7.19467,8.60583,11.0185,10.2634
"FAM103A1",30.7025,21.17,17.2301,29.3948,16.6424,17.6646
"FAM104A",257.016100007018,183.028167,155.920235,310.8027651,230.69248,132.4869
"FAM104B",5.776587273,10.938676,10.75799,15.253453,11.721272,15.6141515895
"FAM105A",1.9892,3.03631,2.59696,5.9065,6.0932,6.83584
"FAM106A",8.61377,13.1745,12.3836,6.63977,8.91591,9.54277
"FAM106B",16.0846,17.8489,9.38486,15.1472,5.42215,5.06725
"FAM106CP",11.7408,16.438,13.8154,6.71039,6.7292,7.98483
"FAM107A",3.0695471,4.51308,3.90152,4.745658,4.34633,3.5025034
"FAM107B",107.975673666866,61.5766301,58.1488700013204,31.380633,28.364317,23.4920817019
"FAM109A",1.010704,2.46742,2.20685,2.461867,2.9096228429,3.3632573
"FAM109B",0.700007,2.10499,1.8799,1.20002,1.92518,2.32039
"FAM110A",1.66816,0.437034,1.74136,3.1185509,1.4952249,1.340004
"FAM110B",1.25108,0.99177,1.37703,3.33892,2.44433,1.63547
"FAM110C",0.0654385,1.03357,0.656589,0.411125,0.495087,1.01868
"FAM110D",0,0.252586,0.343035,0.118591,0.592281,1.21952
"FAM111A",1.1548850644168,2.543185085264,1.413703076183,2.134697142231,1.7495719,3.51871500989186
"FAM111A-DT",0.273366,1.88953,0.360486,0.714863,0.358945,0.769866
"FAM111B",3.9743050262833,8.657360646234,8.273160116273,4.8721420120462,11.430700662643,11.010500236407
"FAM114A1",0.9837172,6.64456000228557,5.7626933813,4.340176,7.30855000077728,8.32630224133
"FAM114A2",59.43609,103.61363,100.5691,28.23638,78.3865,59.106722
"FAM117A",86.8834,26.1037,15.2977,20.8565,12.3475,7.49614
"FAM117B",5.37651,6.62318,5.83401,11.6856,8.31678,9.12652
"FAM118A",68.460457,66.19239,55.258874,35.3002650094016,44.71795818,30.83036
"FAM118B",103.1899,95.9773,56.4807,48.9873,52.0488,41.78
"FAM120A",4.6993546,4.23315,4.469869,14.3709246,5.236097,5.33504715
"FAM120AOS",1.964348,10.87376609547,8.94957573,3.79198341098198,8.719426,9.065299
"FAM120B",10.9754,29.626628,32.3316111,18.808715,48.76538,55.731309
"FAM120C",0.956699,2.619793,3.79925,2.0891925,2.20894,3.828952
"FAM122A",11.5982,6.78959,1.76799,14.6458,7.46717,6.21036
"FAM122B",1.2241871,2.832716,5.04506205271,3.601955613,1.9467418,2.078526106346
"FAM122C",7.7237294,4.342609,9.560613,32.98314,9.799005,12.014749
"FAM124A",1.320985,2.8962049,2.407839929,2.609604,2.405752,2.61170800016541
"FAM124B",0.136589,0.389966,0,0.184289,0.297088,0.396824
"FAM126A",53.8655,65.7831,57.8404,22.4063,40.4015,31.2945
"FAM126B",5.2837735020358,7.022977601,7.41259217041264,6.919599,5.13696488,6.773696
"FAM129A",0.66131,1.43805,1.6716,2.07055,2.73712,3.08981
"FAM129B",1.992622,3.02075,4.07527,6.64872,5.6482400100394,8.85692
"FAM129C",0.0230917,0.35672,0,1.114326,0.374569,0.678806
"FAM131A",1.253496,2.043595,3.0362,6.178473,3.194792,4.23354
"FAM131B",0.0692413,0.21012972,0,0.418534,0.0971589,0.35164357
"FAM131C",0.0617585,0,0.216975,0.710084,0.47115,0.0898452
"FAM133A",1.62977187115313,2.68047,5.29458146227845,3.865966562,3.18745000136085,3.93862753
"FAM133B",18.08083,21.65261,32.120216,14.110941,19.451291,25.40385
"FAM133CP",0.0699803,1.43918,1.18398,0.202168,1.29814,1.2051
"FAM133DP",0.175836,2.10591,0,1.47407,1.48021,2.5079
"FAM135A",22.5602868,35.3052010519696,44.943578766,36.0870537545345,36.8688792586079,37.4632660283623
"FAM135B",17.1125,11.1929,14.9724,71.9964,42.2989,33.9719
"FAM136A",2.19505,2.670142,4.50781,3.143248,4.289455,5.924437
"FAM138A",0.817334,4.71027,2.12709,0.689798,3.90831,3.83782
"FAM138B",0,0,0.829134,1.98896,0,0.535243
"FAM138C",0.817083,4.71001,2.12691,0.689739,3.90831,3.83774
"FAM138D",0.213769,3.43791,2.23959,0.419054,1.15145,1.73024
"FAM138E",0,0,0.985217,0.808541,0,0
"FAM138F",0.817212,4.71012,2.12708,0.689772,3.90831,3.83775
"FAM13A",0.756654191894,3.5302628,3.491896,2.84325,2.90942,4.76804
"FAM13A-AS1",0.59866,2.82761,4.01089,0.889361,2.60214,3.86019
"FAM13B",122.1021,72.6117034,74.33231,73.21784,56.34269,55.513
"FAM13C",2.074744,3.691313,3.4121682,7.3232096,10.2811879318,6.575664
"FAM149A",2.548521,4.501970468539,4.79035,10.017684,10.6349232,9.14621696
"FAM149B1",45.0816,40.3834,32.8179,56.9562,42.2187,30.2616
"FAM151A",0.417704,0,0,1.03971,1.16503,1.29067
"FAM151B",1.17036,2.06371,3.3328,2.64948,1.77524,2.41948
"FAM153A",15.013969,9.35673,10.61178,82.984776,41.61251,33.95748
"FAM153B",2.51929,29.2802,46.925,19.1493,125.785,106.383
"FAM153C",38.676517,105.50545,91.4562,81.103958,162.28613,123.4173
"FAM155A",0.859292,1.16731,2.02896,2.96529,1.84189,2.92238
"FAM155A-IT1",0.404351,3.24468,3.81743,2.26627,9.20184,8.77931
"FAM155B",0.184386,0.872805,0.677185,0.27583,0.498407,1.46282
"FAM156A",1.28166,1.1032700769035,0.152806,1.09445,0.00175929,0.359634
"FAM156B",0.258325,1.6948950742112,1.38235,3.14301393587,2.218144,3.107136
"FAM157A",7.74281,6.05367,5.61744,20.1696,9.81113,10.527
"FAM157B",10.6062,55.8274,51.8221,24.23,61.1174,54.7768
"FAM157C",15.7592,6.43053,7.71775,17.4455,5.03577,5.04733
"FAM160A1",1.14503,2.699319,3.57438,3.419329,4.15503,5.01854
"FAM160A2",90.9969,31.3825,23.03243,109.93074,28.20392,25.6381
"FAM160B1",28.5518,26.6102,21.46448,58.9927,38.6075,27.8445
"FAM160B2",0.7703215,0.95304481,3.055102,4.339006338,4.873624,4.3762508
"FAM161A",23.00544,17.47998,21.821008,52.62481,38.41845,24.92481
"FAM161B",22.0492,29.2807,26.5024,20.5256,30.5021,28.5694
"FAM162A",136.842,63.9809,34.6461,103.531,49.1895,28.69
"FAM162B",7.96235,2.25626,3.19806,14.6642,3.34329,2.7855
"FAM163A",39.4567998,20.03815,33.636700901609,184.6454337821,67.6118,71.33613
"FAM163B",1.08145,0.354225,0.412404,2.27321,1.17072,1.72041
"FAM166A",22.4663,15.0651,18.8512,94.2241,62.427,58.6796
"FAM166B",0.394481,0.488276,1.17965,0.51957,0.575986,0
"FAM167A",4.69063,3.74907,3.91678,16.4383,10.013,6.80838
"FAM167A-AS1",0,0.0810083,0.628729,0.265125,1.14513,1.89829
"FAM167B",0.420006,0.215707,0,0.300567,0.511739,0.175342
"FAM168A",4.48167,4.619176696,4.39183,11.892516,6.915201,7.075399
"FAM168B",13.6217904656838,10.4705448179388,11.97639770056,19.027260532952,10.1688950127999,15.2036035947554
"FAM169A",15.65299,24.9336,29.78225,17.77271,25.21997,31.02715
"FAM169B",0.347851,1.56494,2.23706,2.33507,2.54885,2.64842
"FAM170A",50.6857,136.6989,107.9125,51.9988,142.5633,93.9328
"FAM170B",0.53317,2.89064,2.8309,5.03422,19.3306,9.81565
"FAM170B-AS1",3.87592,1.73386,2.65451,18.0221,10.5473,7.58833
"FAM171A1",4.83143,2.66601,1.37899,6.50201,3.15086,3.17892
"FAM171A2",0.441514,0.906869,1.00137,0.263769,0.324724,0.724974
"FAM171B",0.391339,1.01733,1.28294,1.80715,1.86593,2.80055
"FAM172A",3.543623,5.961483,7.02538,13.130356,10.6164684,7.74684
"FAM172BP",0.827327,1.71634,2.95447,0.63477,2.69199,1.82069
"FAM173A",120.2639,35.25339,29.1195,91.9401,47.8477,27.1591
"FAM173B",12.06467,10.74928,6.5408,11.38709,14.050042,10.598995
"FAM174A",169.611,178.358,182.811,48.3305,64.0669,54.1358
"FAM174B",2.94299,3.56491,3.87797,3.50583,3.80702,5.00134
"FAM177A1",27.90178,50.51918,62.1033,73.17648,120.28282,73.79049
"FAM177B",0.723943,1.735875,1.296634,1.9735902,2.990614,1.2888
"FAM178B",6.458208,6.925901,4.90592,4.758074,1.97235,5.078492
"FAM180A",0,0,0,0.444996,0.14738,0.590257
"FAM180B",0.0841407,3.19294,3.46321,0.420149,3.65006,3.97671
"FAM181A",53.738117,41.863626,29.8572,11.718161,9.370876,8.20253
"FAM181A-AS1",8.58186,5.04085,5.04602,27.2575,16.925,9.69802
"FAM181B",0,0.405421,0.235954,0.095453,0.0947532,0.772569
"FAM182A",4.42855,2.45639,3.76205,11.0288,5.46835,8.53527
"FAM182B",6.0433,8.58873,15.49611,24.49359,17.47128,26.03788
"FAM183A",6.98696,2.35524,3.87568,21.9439,30.0853,31.0273
"FAM183BP",3.64876,2.84467,2.56303,27.8371,13.2426,11.8753
"FAM184A",140.9309,177.000600232781,178.803300209294,75.8368,127.985800002083,95.227800184943
"FAM184B",0.572622,2.03141,1.99674,0.597555,1.74736,2.15265
"FAM185A",1.564237,2.278207,1.653512,3.114734,4.66649161,5.902848
"FAM185BP",0.925775,5.50819,7.3028,1.24853,4.80344,5.99501
"FAM186A",4.39377,5.98186,8.44226,25.8312,27.9276,18.1967
"FAM186B",325.071,220.1848,204.4193,338.753,251.3547,187.5166
"FAM187A",10.3987,11.9897,11.1177,19.5512,9.56905,11.672
"FAM187B",12.689,8.77841,27.5808,64.6309,58.5986,97.543
"FAM189A1",0.636179,0.778901,1.84243,1.04549,1.76131,1.4375
"FAM189A2",1.498187,0.394597,0.340215,0.599683,0,1.12393
"FAM189B",31.953575,1.85193,1.48985,11.22942,1.61034,0.659546
"FAM192A",92.229489,110.805454394126,110.540721006771,114.116009215308,137.0160285473,107.236078659682
"FAM193A",39.815222,59.41147,39.439164,26.336066,33.403209000493,30.8724069514
"FAM193B",14.94945,10.83824,8.21541,11.64524,9.99077,10.96696
"FAM196A",0.379687,0.793173,0.315586,1.8616,2.01825,1.6042
"FAM196B",0,0.40768397,0.037114847,0.09209171,0.685893,0.49269644
"FAM197Y2",0.250149,0.0786311,0,0.0614724,0.0778225,0.324909
"FAM197Y3",0,0.0786311,0,0,0.0778225,0
"FAM197Y4",0.250149,0.0786311,0,0.0614724,0.0778225,0.324909
"FAM197Y5",0.250149,0.0786311,0,0.0614724,0.0778225,0.324909
"FAM197Y6",0,0,0,0.0614724,0,0
"FAM197Y7",0.250149,0.0786311,0,0.0614724,0.0778225,0.324909
"FAM197Y8",0.250149,0.0786311,0,0.0614724,0.0778225,0.324909
"FAM197Y9",0,0.0786311,0,0,0.0778225,0
"FAM198A",1.81177,1.26583,1.59599,3.14732,2.08223,2.37759
"FAM198B",4.02158000029721,3.13463,2.4459055834,8.367335,5.321855,4.2629
"FAM198B-AS1",4.76722,3.918405,5.10541,15.85652,14.19497,14.455537
"FAM199X",1.08267,3.69343,4.983,3.72039,4.79332,6.75099
"FAM19A1",0.42293,0.437738,0,1.87909,0.921738,1.425452
"FAM19A2",3.43582,13.4242,10.5334,4.28427,6.46919,4.3108
"FAM19A3",8.16857,4.65373,5.23398,14.09674,9.65343,5.438426
"FAM19A4",1.04218,0.630494,1.66341,4.55062,2.66599,0.774131
"FAM19A5",0.631683,0.939098,1.18746,3.025897,2.00757,1.780423
"FAM200A",9.69204,13.87,17.8584,35.7354,38.1832,32.1079
"FAM200B",5.61181,12.6526,20.7891,5.76884,14.4057,13.4957
"FAM201A",0.941292,1.15491,1.10961,0.517405,0.617663,1.54596
"FAM201B",0.163347,1.914,3.07154,0.297914,2.39555,1.45441
"FAM204A",101.17257,92.7614,81.1247,69.91866,88.7192,59.6628
"FAM205A",20.1897,18.5429,23.3081,107.775,82.2039,78.4926
"FAM205BP",5.76088,4.38006,6.84683,28.8122,17.7343,12.5034
"FAM205C",28.68434,18.55725,49.74712,133.5991,140.1016,140.9364
"FAM206A",38.4841,17.2323,12.3787,20.9191,9.24814,7.26634
"FAM207A",30.051338,63.230257,65.85029,8.019778,21.044872,24.69922
"FAM208A",67.2949,60.6968,57.1735,90.213,62.1153,52.7302
"FAM208B",56.155695,78.376443,65.35954,98.5817556,77.56389,68.19088
"FAM209A",152.546,89.1225,133.217,608.886,646.143,451.548
"FAM209B",76.4042,72.9262,127.981,287.654,499.824,426.436
"FAM20A",2.018765,5.800653,6.27687,12.420745,15.3439,10.705891
"FAM20B",8.809442,11.126764,13.147067,12.069403,11.5223132,13.337254
"FAM20C",0.652437,0.461162,1.09903,3.09962,2.7586,3.89556
"FAM210A",7.51256,8.65493,10.05788,16.5013,13.02142,14.07468
"FAM210B",2.62487,2.70601,2.71663,12.075,7.23172,7.97336
"FAM212A",1.14002,2.44138,0.454801,0.682219,2.49585,1.98045
"FAM212B",0.636872,1.672322,1.87822,2.16864,1.96221,2.026379
"FAM212B-AS1",0.0630238,0.0571256,0.563439,0.170591,2.687149,3.52936
"FAM213A",22.71578346,23.546434,25.934648,17.45806087,18.960244,22.294388
"FAM213B",4.22012,3.344712,2.72443,1.925096058391,1.828652,2.763952
"FAM214A",72.210095,45.0715,40.4213533,20.600325,18.6282,16.21101
"FAM214B",2.43194,2.333993,1.440651,8.20009,3.09073,2.211822
"FAM215A",10.259,7.59818,3.43155,6.11361,8.05912,14.0183
"FAM216A",302.542,317.604,242.598,73.9838,169.04,90.2624
"FAM216B",0.09068619,0.3073172,0.1763218,0.1693065,0.155667,0.4480116
"FAM217A",26.3039,5.478,7.64487,118.217,34.3455,21.4031
"FAM217B",22.9086,15.702039,15.75269,17.44991,10.36133,9.31255
"FAM218A",8.87586,11.2072,12.3666,4.60378,3.93551,5.25553
"FAM219A",2.254404600824,2.963326,3.0362336767149,6.3129673525,2.8920948606606,4.3658521422812
"FAM219B",1.52114441186379,4.1517018659773,3.91200762,2.82186743434478,4.7642561069,4.734467
"FAM21EP",0.525807,0.785774,2.47542,0.507015,2.74299,1.3896
"FAM220A",73.7833,30.2763,40.8605,289.402,106.652,72.1254
"FAM221A",29.61128,15.1503,12.344374,9.3724696,5.57834,3.559736
"FAM221B",8.001482,2.42841,5.53034,41.62545,19.00078,17.45314
"FAM222A",3.15374,5.56192,6.36086,12.2574,12.952,9.85184
"FAM222A-AS1",2.43861,2.6489,2.67301,11.18986,9.48627,12.98906
"FAM222B",57.3224703180832,17.117397353132,10.5634073048177,85.6716105,12.8892010692962,12.869761548
"FAM223A",0.0870079,1.14946,0.181078,0.356911,1.81362,1.06437
"FAM223B",0.0870079,1.14944,0.181078,0.356911,1.81362,1.06437
"FAM224A",1.60535,0.84682,0,0.377801,0,1.192
"FAM224B",3.79358e-06,1.4483e-05,0,1.44649e-06,0,0
"FAM225A",67.3373,132.187,117.464,12.9895,33.1088,22.957
"FAM225B",91.0719,85.1693,100.417,23.1638,16.4684,16.1898
"FAM226A",0,0.0694263,0,0.021817,0.0216097,0.129845
"FAM226B",0,0.0694263,0,0.021817,0.0216097,0.129845
"FAM227A",3.469065,5.53189,8.2995,19.56381,19.02316,19.8625
"FAM227B",61.0059,44.0258,42.6987,61.921,48.0772,40.9499
"FAM228A",62.1417,68.8966,54.2629,38.0118,58.0189,38.5543
"FAM228B",81.0318,36.62426,38.45747,83.86011,76.34658,57.60665
"FAM229A",3.46293,23.3202,39.4087,20.8835,154.204,98.8541
"FAM229B",67.0848,88.4998,102.767,114.669,162.675,104.95
"FAM230A",46.1695,6.37156,29.0344,391.162,27.8605,69.6007
"FAM230B",16.6514,10.8622,13.8245,120.12,40.7318,45.9897
"FAM230C",5.75931,15.6881,17.7485,19.7642,29.046,38.4723
"FAM231A",1.233563,0.727162,2.92381,0.545092,4.52254,2.43816
"FAM231B",0.496551,0.821815,2.14537,0.594695,2.53042,5.18415
"FAM231C",0,0,0.463437,0,0,4.26668
"FAM231D",3.50103,2.11644,2.79554,4.456639,4.50497,2.54675
"FAM234A",14.88786,13.45162,10.25905,26.91408,14.96326,12.35075
"FAM234B",7.76035,12.515,12.806,7.96917,8.49697,12.9383
"FAM236A",2.427341,3.84294,3.57501,5.10818,1.406227,0.85178
"FAM236B",2.426612,3.84255,3.57356,5.1077,1.406082,0.85178
"FAM236C",0,0,0,0.0645356,0.719325,0.117597
"FAM236D",0,0,0,0.0645356,0.719325,0.117597
"FAM237A",0.649147,0.629562,0,2.51774,1.0195,1.23804
"FAM238A",21.6202,14.3495,14.4464,81.51,35.3583,29.476
"FAM238B",25.7818,40.9818,55.2356,152.207,126.278,108.2
"FAM238C",23.6055,20.9968,27.4555,127.319,76.4925,62.565
"FAM239A",0.293411,0,0,0,0,0
"FAM239B",0.766876,4.80515,6.18516,1.792349,6.57662,5.06677
"FAM240A",0,0,0,0.170498,0.193528,0.789982
"FAM241A",32.9404,18.9011,15.8922,11.4483,7.51211,4.81123
"FAM241B",10.5832,4.41051,8.37635,5.94913,6.74408,5.17179
"FAM24A",57.586,13.2939,32.1751,207.707,68.1187,53.4704
"FAM24B",27.73385,7.2299700674387,4.77939,23.62954,13.5571,9.21765
"FAM24B-CUZD1",0.427408,1.13279,0,0,1.91608,0.767258
"FAM25A",0,0,1.57977,0.212502,0,1.7696
"FAM25BP",0,0,0,0,0,15.1789
"FAM25C",0,0,0,2.01527,0,1.70556
"FAM25E",0,0,0,1.29152,6.17774,6.95061
"FAM25G",0.273221,1.84874,15.0627,0,10.3904,0
"FAM27B",14.7186,82.4399,152.783,32.1768,150.529,241.225
"FAM27C",0,0,0,7.90309,2.21367,2.03996
"FAM27E2",4.24903,8.3467,14.9483,12.2888,14.5853,31.744
"FAM27E3",4.58259,56.943,83.3535,14.8031,73.6438,120.421
"FAM27E5",0.320091,3.60868,3.98103,1.55633,7.73149,8.01839
"FAM30A",0.0050125,0.433055,0.269469,0.121975,0.486129,0.33158
"FAM30C",8.10252,26.6821,24.228,11.5213,27.0052,25.6368
"FAM32A",16.5174,31.3753,31.0222,14.1063,25.9978,24.9976
"FAM35A",19.04705,12.9042,22.0221,27.1166,14.11543,16.39629
"FAM35BP",3.66502,4.86975,4.63378,3.41577,5.21771,3.0813
"FAM35DP",21.2058,19.7351,13.231,23.6274,19.262,7.83033
"FAM3A",0.4615226,2.059636,0.875619,1.952485,3.479634,3.851088
"FAM3B",33.6045,14.10073,20.2516,16.87823,12.53326,10.03906
"FAM3C",17.044565,14.3813775,22.26852,18.240734,13.14614,13.3248313377
"FAM3D",0.664391,0.449817,0,0.842429,0.0705379,0.604934
"FAM3D-AS1",0,0.585541,1.30569,0.108943,0.572542,0.623543
"FAM41AY1",0.0504938,0.526632,0,0.346714,0.345729,0.568875
"FAM41AY2",0.0504938,0.526632,0,0.346714,0.345729,0.568875
"FAM41C",1.75315,6.6031,5.69405,5.07267,3.32517,7.33297
"FAM43A",1.84454,2.05331,3.23121,2.84711,2.31185,4.77911
"FAM43B",0.0588293,0.142507,0,0.0841784,0.199047,0.227887
"FAM45A",2.71090716039,2.951719,3.59036,3.978062,3.13664,3.337782
"FAM45BP",0.102869,0.23589,0,0.611739,0,0.229437
"FAM46A",1.40866,1.60059,2.18852,5.28934,3.4352,4.0867
"FAM46B",13.1113,14.2613,9.04022,8.15067,6.5367,7.63891
"FAM46C",63.2991,17.8853,30.3456,326.152,106.959,67.1017
"FAM46D",5.50788,4.825718,5.63574,28.894399,21.768064,17.54216
"FAM47A",6.40283,0.963111,1.30753,24.153,6.03678,3.70778
"FAM47B",9.15778,3.2686,6.77991,57.0015,17.9496,16.9807
"FAM47C",3.90285,0.620864,1.936,22.6527,2.08121,1.94292
"FAM47E",8.83021,8.80496,8.71649,33.7126,33.0294,23.80883
"FAM47E-STBD1",7.43538,9.05649,6.9591,8.55085,6.6926,8.52606
"FAM49A",0.804464,0.399652,0.767799,1.47167,0.864567,1.19751
"FAM49B",5.982041976,6.7931306439294,6.9263080811535,12.5421091914522,9.84767714958289,11.420895505
"FAM50A",0.719663,5.46944,5.15619,2.90968,7.19707,10.4238
"FAM50B",11.2846,22.2765,26.1547,7.2438,21.0804,20.5003
"FAM53A",13.34156,15.05905,11.37292,4.43828,8.87062,8.56953
"FAM53B",6.18487,11.2725,13.2867,6.21259,9.19359,12.5204
"FAM53B-AS1",0.0326811,1.2817822,0.668789,0.584639,1.364713,1.25508
"FAM53C",39.11448,18.3453,19.255537,117.7069,29.503131,39.05188
"FAM57A",5.273075,3.324287,4.210990116545,22.512236,8.089629,10.156342
"FAM57B",100.10367,48.90937,25.47684,60.99637,32.91345,23.92868
"FAM66A",0.155529,1.22664,0,0.61617,2.16985,0.511389
"FAM66B",4.75463,10.9673,5.19424,4.15451,6.45349,6.06353
"FAM66C",1.61399,4.64964,4.15656,3.97196,4.1423,3.43946
"FAM66D",0.963203,1.29712,1.92356,2.24268,2.98448,2.21259
"FAM66E",0,0,0,0.145342,0,0
"FAM69A",2.76536600019244,7.302006,4.8105,8.72438,10.20007,7.925361227
"FAM69B",5.61674,5.11876,3.35609,5.71401,2.5522,2.98513
"FAM69C",3.61223,2.10764,1.95546,2.22478,1.75394,1.54229
"FAM71A",24.8284,22.4797,43.1762,149.365,230.725,151.969
"FAM71B",16.3549,15.9376,42.7847,102.51,173.114,129.696
"FAM71C",8.21936,12.8775,35.5042,50.3674,116.982,95.378
"FAM71D",24.8655,10.2582,14.854,119.703,81.513,32.9823
"FAM71E1",71.0702,17.19132,21.52258,279.1812,107.5024,83.5524
"FAM71E2",21.9654,8.79557,6.55858,86.3629,30.258,25.7138
"FAM71F1",83.851488581,43.52366,69.9119800010424,343.69992,285.2239,178.8159
"FAM71F2",3.220623,9.124560239458,9.75337,11.9339,18.99066,15.316906
"FAM72A",8.60376,4.92923,2.85747,9.67833,7.496125,4.424972
"FAM72B",1.667625,2.222096,1.639434,0.97422,0.96915,1.608309
"FAM72C",2.44042,5.07931934693,10.09623,8.680446,10.10079951114,3.688441
"FAM72D",2.56185,2.288215,1.612475,3.683276,2.617929,4.77402
"FAM74A1",1.29704,0.258211,0,1.90713,1.58695,2.66594
"FAM74A3",0.145745,0.720106,0.927391,0.648746,0.532196,1.58609
"FAM74A4",0.432142,1.03292,1.09179,0.652969,0.911448,1.41915
"FAM74A6",0,0,0,10.8659,3.93327,2.48072
"FAM74A7",0.424676,2.52585,3.80095,0.903966,2.6402,2.97773
"FAM76A",9.522396,11.743328,21.372975,49.369424,41.654788,37.6841991
"FAM76B",30.15888,22.21216,31.302296,60.71702,47.59371,33.54499
"FAM78A",3.41718,4.39119,4.77337,20.1415,18.7845,16.5919
"FAM78B",0.339987,1.538027,1.300880573753,0.4110061,1.035295,2.558923
"FAM81A",1.14759,1.17454,3.21997,1.38455,0.775799,2.35305
"FAM81B",72.6187,58.9424,112.401,313.65,462.566,289.206
"FAM83A",0.1876358,1.37498,0.856103,0.461681,0.802807,0.667094
"FAM83A-AS1",0,0.0861739,0,0,0.48793,0
"FAM83B",0.45581,0.843255,1.11484,2.15718,1.76423,1.8428
"FAM83C",0.127188,0.617622,0.726695,0.63979,2.08819,1.73495
"FAM83C-AS1",4.84153,3.17232,5.53876,17.3989,8.45721,5.14039
"FAM83D",4.22735,4.63677,2.65416,8.07755,3.68289,7.35806
"FAM83E",0.527166,2.66282,3.08033,4.05178,4.94981,3.51345
"FAM83F",54.0543,56.271,65.5496,90.9357,81.0047,69.897
"FAM83G",0.736978,1.33721,1.37811,0.427473,1.01434,0.547551
"FAM83H",1.24594,2.86809,2.43941,0.777399,1.46301,1.80066
"FAM83H-AS1",9.58418,15.6327,13.473,6.26282,9.11899,8.77156
"FAM84A",0.438723,1.264841,0.9760374,2.829737,1.202678,2.31744
"FAM84B",2.35445,3.8529,2.926,2.42231,2.34165,2.32175
"FAM85A",0.583878,1.33437,4.32369,0.872442,2.03212,3.20292
"FAM85B",1.19295,5.27443,6.00185,1.52662,3.60056,4.02502
"FAM86B1",0,0.163384,0,0.12584,0.493559,0.517468
"FAM86B2",0.319702,0.4615998,0.361649,0.431323,0.1985601565,0.1493626
"FAM86B3P",1.508227,3.479398,5.675391,2.009581,2.990001,3.56757
"FAM86C1",0.271245,0.287618,0.68134,0.7499099,0.898321,0.272999
"FAM86C2P",0.0965227,0.27065,0,0.607486,0.488329,0.36462
"FAM86DP",0.556775,1.12303,1.33878,3.15374,2.70075,3.18946
"FAM86EP",0.5444331,0.471563,1.1924,1.688443,0.57045,0.409846
"FAM86FP",0.407466,1.32647,0.391261,1.29005,3.38798,0.754003
"FAM86HP",0.146155,0.67073,0.0342508,0.665793,0.0434552,0.317897
"FAM86JP",2.64026,2.053982,2.10125,18.904728,4.73784,5.68637
"FAM87A",0.0502644,1.0581,1.27944,0.117528,0.287954,0.75913
"FAM87B",0.557535,2.88967,1.29115,1.43306,3.12248,2.42265
"FAM89A",3.7372,3.02532,0.449582,4.25999,2.05338,3.67859
"FAM89B",7.80335,2.468152,0,16.093163,4.194918,3.64618
"FAM8A1",17.9754,16.4853,15.8014,68.8183,47.4566,30.9569
"FAM90A1",0.776025,4.162367,3.82821,2.44851,2.9482000122682,2.59682
"FAM90A10P",0.48891,3.36535,0.207723,0.659491,1.34403,3.87607
"FAM90A25P",2.60018,0.680482,0.483029,0.699458,1.07265,0.796632
"FAM90A27P",1.57082,1.76533,0,2.37708,1.73778,0.846522
"FAM90A2P",1.05059,0.267586,0,0.457378,2.48022,0.157008
"FAM90A7P",4.86344,1.51449,1.72004,1.56901,2.25451,0.999381
"FAM91A1",15.03682,25.69713,25.04256,30.94172,25.32876,25.98896
"FAM92A",225.745094,212.2718,193.97395,336.98662,349.737,166.20688
"FAM92A1P2",11.5168,7.031,8.2742,55.9732,29.4285,23.3918
"FAM92B",0.818052,2.12558,2.87692,4.81971,2.77183,4.55984
"FAM95A",36.2136,24.0815,27.351,6.91755,9.76987,6.58396
"FAM95B1",37.0299,25.2623,27.8456,6.73993,7.38388,10.1052
"FAM95C",25.4132,23.9581,25.3733,6.21664,13.3615,7.87406
"FAM96A",12.180315,10.41912,11.56432,26.917357,13.00469,15.90851
"FAM96B",32.88089,42.31465,27.841061,51.247071,55.0618,45.5146
"FAM98A",42.97110937854,36.4675,36.12402,26.479608,19.3106,19.3122
"FAM98B",15.2558,9.9898,10.9049,11.9946,4.14945,6.21068
