"","PS.rep1","PS.rep2","ART.rep1","ART.rep2","RS.rep2","RS.rep3"
"TSSK1B",34.8784,16.2285,28.4192,157.364,89.9784,72.8514
"TSSK2",133.622,21.0299,37.1101,467.542,152.605,99.6782
"TSSK3",21.9149,10.4324,13.4751,66.7856,36.8046,31.3838
"TSSK4",42.87419,14.526563,28.29965,145.3945,68.91161,55.36374
"TSSK6",12.1503,12.2917,31.7974,47.4165,95.231,110.688
"TST",9.85152,1.54663,0.917992,4.074,2.579949,0.926084
"TSTA3",58.5779,55.2567,36.82266,49.5062,48.84010120605,34.0806
"TSTD1",10.93848,33.818,14.02023,5.101542,15.81362,14.319894
"TSTD2",3.86692,7.53866,11.3112,6.53898,9.35702,13.2468
"TSTD3",0.900469,1.9523,4.982,1.45561,2.90719,3.52766
"TTBK1",0.923805,1.23782,1.72266,0.824711,0.614209,1.78798
"TTBK2",47.8587,48.3164,53.2042,107.189,71.554,62.5489
"TTC1",108.0883,101.70487,125.4961,129.9034,126.25244,92.53012
"TTC12",321.66199,219.01159,191.4683,290.33643,205.8865,143.3844
"TTC13",1.969835,2.26249,4.20919,5.531993,6.11329,9.93108
"TTC14",25.96869,38.47098,62.748,10.37868,17.67948,16.99788
"TTC16",60.88609,32.10804,19.5604,110.04769,42.17787,29.0492
"TTC17",109.11105,122.14064,113.48956,67.31431,85.40735,80.91936
"TTC19",2.7448,6.77048,8.74258,11.58889,9.98118,13.40178
"TTC21A",434.31,275.947,169.1431,305.436,171.6013,90.5281
"TTC21B",11.0153,20.4192,22.0297,8.20165,15.8522,18.7116
"TTC21B-AS1",0,1.0225,1.70081,0,0.839887,0
"TTC22",1.223835,1.612933,1.219601,0.800244,1.21121,0.353268
"TTC23",18.49911,38.31249,32.20235,12.533316472,33.37559,27.2658400039108
"TTC23L",49.2804,20.99387,37.16561,249.11022,116.79579,76.27837
"TTC24",0.241357,1.81412,1.12079,0.331092,1.11658,0.950165
"TTC25",120.805123,229.800631,211.49418,108.832716,239.291065,142.92587
"TTC26",35.88605386,67.732859,50.46623145031,41.543894,72.838329,59.901956
"TTC27",87.3757,67.83012,75.6153,47.7931,48.0865,45.32901
"TTC28",16.0671,15.3022,14.9446,21.3736,16.2556,18.2567
"TTC28-AS1",9.99501,32.71267,30.60064,13.08165,18.42585,21.88649
"TTC29",534.9089,295.26943,297.74001,601.1054,388.49287,234.00568
"TTC3",96.1386173514008,80.169768,84.907692651,87.928074775331,75.7637620411923,75.270012
"TTC3-AS1",1.34838,2.77973,2.02062,7.78687,8.45288,11.0942
"TTC30A",66.2307,81.6803,85.4988,56.0568,60.0417,40.7018
"TTC30B",60.0451,79.1845,71.02,59.063,58.7201,41.842
"TTC31",7.05535,6.21017,6.86884,4.47497,2.31934,3.80364
"TTC32",35.4577,11.9345,15.9773,14.1319,18.1904,12.8209
"TTC33",8.90359,6.60996,10.056,9.55983,9.13313,9.28784
"TTC34",0.736433,1.22744,3.31304,2.98852,1.89719,3.12776
"TTC36",0.413282,1.225258,3.12424,0.369947,0,1.3607
"TTC37",0.701177,2.19744,3.71201,3.32986,4.8938,6.83429
"TTC38",5.38901,3.45161,1.83101,5.35979,3.27927,4.78692
"TTC39A",73.35819129877,35.54826,59.056203,252.974492349,124.449684,109.025510002708
"TTC39A-AS1",0,0.871388,0,0,0,1.00638
"TTC39B",13.13004,6.63193,9.93645,38.563742,22.18255,16.03004
"TTC39C",50.14377,34.502503,26.58586,35.164094,21.672909,18.03612
"TTC39C-AS1",4.43199,0.774269,1.80296,9.85708,3.57131,5.39802
"TTC3P1",0.0807141,0.260966,0.230799,0.33538,0.617882,0.267789
"TTC4",45.788,27.79437,23.0397,29.12744,10.22665,8.89218
"TTC41P",3.98475,4.60045,9.98482,14.2872,13.7913,12.4166
"TTC5",24.1429,31.9347,38.3089,8.97048,16.2493,18.5274
"TTC6",20.8422,45.4138,43.8876,34.8081,44.7896,39.7103
"TTC7A",25.741688,17.914583,25.749624,83.93786,46.46284,51.95006
"TTC7B",1.86975,2.53166,3.49889,10.418886,6.46715,7.11606
"TTC8",9.319111,14.014276,13.35284,15.82457,14.52672,15.266662
"TTC9",0.0750058,0.256257,0.715741,0.29191,0.300786,0.571253
"TTC9B",0.209945,0.251054,0,0,0,1.02433
"TTC9C",32.26531777645,15.70729,16.41187,35.57661,14.8587862,17.17253
"TTF1",40.4535,31.75821,34.17704,30.75373,30.43437,22.39735
"TTF2",4.77892,13.1468,12.1929,5.56257,10.2214,8.51539
"TTI1",19.41037,15.33325,19.45185,32.28969,15.47471,21.00809
"TTI2",86.41505,56.845824,46.75557,50.014091,37.89861,28.84834
"TTK",345.8194,215.5958,239.4104,259.9543,183.7877,181.3279
"TTL",3.60129,6.28784,9.84707,5.72059,5.55958,7.51325
"TTLL1",12.257858,14.30171,13.72595,17.821327,17.34539,22.563597
"TTLL10",12.25534,4.51489,9.65171,68.6866,26.6068,25.48172
"TTLL11",39.81872,30.28279,24.3151,29.7275,18.11771,18.05622
"TTLL12",2.9301,7.6346,4.09457,5.1249,6.81889,10.0463
"TTLL13P",48.1786,34.2983,28.0422,74.7594,50.3058,30.0609
"TTLL2",12.599,4.57438,13.1374,67.2981,42.3452,32.4315
"TTLL3",20.81138,11.29139,13.44992,82.9377,31.4243,29.48857
"TTLL4",63.8592,29.5107,17.962,89.0018,24.1398,21.0667
"TTLL5",253.618,241.054,200.8,352.907,271.137,185.36
"TTLL6",84.34016,51.827378,44.173758,129.5134,56.69999,42.81324
"TTLL7",13.0830073,7.06828000639148,10.22164742334,54.23508,29.66893,20.67011
"TTLL8",2.70839,0.99837,2.21333,15.7711,7.9685,10.0353
"TTLL9",32.71233,24.044814,20.99635,37.94836,21.08479,12.237749
"TTN",0.54229320100704,4.4717430491,6.181893922743,2.881257,11.53569142625,7.85204054356653
"TTN-AS1",3.92789,7.03371,10.08025,14.58773,23.53331,24.8026
"TTPA",0.447655,0.825885,0.640323,0.56892,1.19174,1.13363
"TTPAL",4.1352155973,7.7681608993,8.24496000213205,4.08578,6.294621,5.697903055
"TTR",0.373199,2.90556,0.173485,0.414835,3.71542,1.63655
"TTTY1",0.370683,0.825357,1.36675,2.10516,3.23916,2.90871
"TTTY10",0.0324232,0.0586902,0,0,0.0549834,0
"TTTY11",0,0,0,0.296915,0.980766,0.419739
"TTTY12",4.67031,0.629857,1.95553,17.2729,6.8686,7.07805
"TTTY13",0.575703,0.513536,1.59462,1.56554,3.4673,5.08015
"TTTY14",0,0.38165,0,0.58978,1.12703,0.792068
"TTTY15",0.508146,3.47877,3.29003,1.08859,3.40385,4.60956
"TTTY16",0,0,10.4225,4.57852,11.8719,13.741
"TTTY17A",0,0,0,0.778674,0,0.49554
"TTTY17B",0,0,0,0.778574,0,0.49554
"TTTY17C",0,0,0,0.778674,0,0.49554
"TTTY18",5.85618,3.81537,0,22.3067,8.1283,6.15262
"TTTY19",0,0,0,5.29684,8.46785,6.04182
"TTTY1B",0.370683,0.825357,1.36664,2.10511,3.23916,2.90866
"TTTY2",3.11666,0.526426,0.794349,10.7814,4.14816,3.45308
"TTTY20",0,0,0,0.315609,0,0
"TTTY21",0,0,0,0.582891,1.66741,1.42254
"TTTY21B",0,0,0,0.582891,1.66741,1.42254
"TTTY22",2.15763,0,2.92876,2.51103,0,0
"TTTY23",0,0.361571,0.935528,0,0,0.201789
"TTTY23B",0,0.361571,0.935528,0,0,0.201789
"TTTY2B",3.11623,0.526426,0.794349,10.7811,4.14816,3.45303
"TTTY3",0,0,3.26104,0,0,0
"TTTY3B",0,0,3.26104,0,0,0
"TTTY4",0.29469,0.362928,0.225312,0.532689,0.750698,0.585317
"TTTY4B",0.29469,0.362856,0.225312,0.532666,0.750698,0.585317
"TTTY4C",0.29469,0.362899,0.225312,0.532689,0.750698,0.585317
"TTTY5",0,0.184326,0,0.0288589,0.288016,0.691906
"TTTY6",0,0,0,0,0,0
"TTTY6B",0,0.810371,0,0.362378,1.3351,1.1377
"TTTY7",0,0,0,0,0,0
"TTTY7B",0,0,0,0.97007,0.170826,0
"TTTY8",0.323171,2.88039,1.72584,1.78139,6.2252,4.1216
"TTTY8B",0.323171,2.88039,1.72584,1.78139,6.2252,4.12148
"TTTY9A",0,0.0583339,0.113191,0.0137095,0.0819668,0
"TTTY9B",0,0.0583339,0.113153,0.0137095,0.0819668,0
"TTYH1",1.525283,3.8735390538338,2.8148656,6.19725,0.6928155,2.418246
"TTYH2",5.437441,6.5921,5.161819,7.12441,5.906088,6.68937
"TTYH3",3.26504,1.27854,1.16448,4.10577,1.11651,2.28736
"TUB",1.60428,4.424435,6.96316,10.042282,9.50524,12.03238
"TUB-AS1",0,0.14338,0,0,0.312523,0.153286
"TUBA1A",7.880172,18.95035,11.924835,21.410944,37.51617,25.509427
"TUBA1B",251.32,235.015,137.468,284.5,231.177,189.449
"TUBA1C",6.344861,10.18964,5.66396,21.317439,12.92469,17.35461
"TUBA3C",2527.43,1847.96,1490.25,1535.37,1291.28,911.164
"TUBA3D",683.278,949.369,891.659,500.728,833.774,693.153
"TUBA3E",995.008,1278.35,600.76,661.203,961.052,376.986
"TUBA3FP",1.10693,4.80015,5.77095,3.04821,7.80597,4.33131
"TUBA4A",16.6118,8.2364,15.82953,95.806395,64.01248459,53.31152
"TUBA4B",0.039334412,0,0.5513330236,0.336287,0.594236,0.340552
"TUBA8",15.613,7.42178,19.7655,83.3781,72.7449,77.1798
"TUBAL3",1.62633,1.07852,0.264302,1.975141,2.26401,1.096246
"TUBB",12.8297702659637,19.71565413,18.0360600133171,26.02813,20.468838,31.25812
"TUBB1",1.72112,2.69175,2.06841,3.51835,2.35584,3.51015
"TUBB2A",12.9986,15.03465,9.69315,17.177854,13.15171,4.9286
"TUBB2B",0.0811682,0,0,0.371771,1.34051,1.45818
"TUBB3",10.37269,9.45582,23.08078,41.48406,43.41761,49.70527
"TUBB4A",1.7828,3.665518691,1.79585,1.816073,1.263032675,1.0547105189
"TUBB4B",1692.99,1716.05,1443.23,1329.92,1542.53,1227.03
"TUBB6",7.212653,9.532401,9.939461719,22.136346,28.337811,22.401534216304
"TUBB8",3.88238,12.1876,2.40502,7.29704,11.9573,4.32773
"TUBBP5",3.63827,8.04324,2.32997,3.93729,6.17676,4.74784
"TUBD1",7.02108999135245,9.984717,13.563961,3.873711,5.32431,7.054838
"TUBE1",190.219,125.617,109.924,153.401,120.729,77.6091
"TUBG1",400.693,238.517,146.365,497.088,260.689,174.666
"TUBG2",3.66547,2.24793,2.21037000315063,16.63729,6.0025,3.8891
"TUBGCP2",48.54609,38.217177,28.37353,32.171079,24.046549,24.195389
"TUBGCP3",39.93208,37.910758,38.28187,27.6704116,31.79014,31.372908
"TUBGCP4",21.1058,8.65928,7.54566,22.2516,7.77651,6.6941
"TUBGCP5",43.5489641428464,61.4866300196219,47.0752700871142,26.015563,36.7489467,35.6904276
"TUBGCP6",11.3268,15.8389,12.9063,12.9217,10.6529,14.2814
"TUFM",214.476,209.245,160.372,222.105,212.727,141.096
"TUFT1",0.990577,5.24864,2.9732,3.53515,4.126759,5.48119
"TUG1",255.488,62.4354,53.850111,232.2569,42.49708,36.07044
"TULP1",0.526269,0.381713,0.333228,0.51712,0.281352,0.306059
"TULP2",20.9928,13.7895,26.0832,102.699,84.368,73.6569
"TULP3",16.1667,17.19588,12.9365,21.58387,20.02458,25.3129
"TULP4",10.64527,31.3266,31.78316,7.82264,35.0905,32.08239
"TUNAR",0.820001,3.540763,3.56668,1.27831,4.204284,5.33365
"TUSC1",53.137,39.18,21.2432,25.5115,21.2596,10.9045
"TUSC2",16.4246,16.0013,11.5398,24.6735,18.4762,12.7654
"TUSC3",4.492742,6.114495,7.10929,11.322462,7.18841,8.589377
"TUSC5",0.0138092,0.527734,0.428958,0.2381,0.676748,0.541202
"TUSC7",17.6722,11.7678,16.4022,79.0118,52.9263,36.8236
"TUSC8",0.364537,0.749912,1.81897,0.0873945,0.886393,0.835687
"TUT1",11.5763,9.25867,7.53561,15.0649,11.1139,12.5961
"TVP23A",1.199981,7.3092740518606,4.16215,1.485704,7.103992,9.056767
"TVP23B",37.400152,68.242939,101.52717,30.596317,31.49296,65.892044
"TVP23C",3.31586,16.61904,12.60452,2.7086,13.29813,18.82135
"TVP23C-CDRT4",1.371478,3.64705036,1.86234,8.06258,7.404102,4.45345
"TWF1",7.387817,11.95407,13.49735,21.06487,18.126232,18.16702
"TWF2",2.2743,1.7643,1.68862,5.33447,3.91191,4.20755
"TWIST1",5.18252,3.14682,5.0646,2.79762,2.35754,5.10339
"TWIST2",0.419594,0.677245,0,0.8156238,0.23957,0.722091
"TWISTNB",1.56353,3.74869,4.47049,4.12373,7.06589,7.78533
"TWNK",8.7995385,7.6951166,5.61367,10.41606,6.869164,7.12897
"TWSG1",25.714,15.0807,16.0793,20.9148,12.5955,10.8767
"TXK",0.913661,1.72374,1.9454,3.73597,6.76294,3.05415
"TXLNA",45.1593,51.0926,43.2402,40.2081,38.3649,41.5822
"TXLNB",11.5804,16.6845,14.574,19.7974,29.2388,15.327
"TXLNG",2.8998494211,4.0781,5.67947,9.72283,7.085933,9.231513
"TXLNGY",0.833405,2.754737,6.278005,2.95655,4.90033,5.4038
"TXN",8.63993,4.60316,2.91481,25.1788,13.94762,10.86865
"TXN2",38.5836,17.7859,15.2237,18.9589,8.26008,9.85893
"TXNDC11",6.3944145,9.0681288184824,8.590935,6.753357,6.278644,7.553512
"TXNDC12",106.73254,38.80201,26.79807,43.905964,22.89656,16.23324
"TXNDC12-AS1",3.53191,11.1662,5.03181,3.96802,4.35871,3.09085
"TXNDC15",11.81252,12.8043,12.6025,19.16175,15.6702,21.6959
"TXNDC16",36.48441,32.37663,37.959,33.260948,25.7378,30.2876
"TXNDC17",5.50289,3.19259,2.6327,23.7323,7.80115,5.77397
"TXNDC2",11.04363,19.00323,19.96304,55.8838,79.0692,58.3361
"TXNDC5",4.89696,5.751952,6.879323,17.48447,10.416204,17.646426
"TXNDC8",18.91548,4.9552,20.77183,57.12384,36.10576,24.50393
"TXNDC9",60.58,40.4262,51.8162,86.0812,55.4865,42.6966
"TXNIP",14.22671,12.2736,16.65239,44.8783,25.61181,34.79857
"TXNL1",73.94782,70.26202,59.79471,134.24333,119.38167,92.19089
"TXNL4A",81.95095,55.3518320625582,50.170852,90.69642,74.58204,48.53545
"TXNL4B",7.062165,37.10937,26.4440967,11.61901,23.754496,23.86755
"TXNRD1",36.05053,33.88385,46.7245700031001,78.90135,59.21363,52.044542
"TXNRD2",3.671626,5.56634,4.096312,9.932431,9.85474,6.702306
"TXNRD3",124.66533,80.94066,77.12668,56.12194,42.14617,32.85637
"TXNRD3NB",0.408083,1.19631,0.33481,0.304644,0,1.14995
"TYK2",0.649737,1.45781,1.75397,2.29421,2.21467,2.3066
"TYMP",13.152961365,0.89249218306963,0.579653,18.29981,1.34168,0.867019
"TYMS",257.63285,251.244615,201.828177829,89.0878,120.17473,71.856109998
"TYMSOS",7.22845,10.7797,7.88088,2.70958,4.85549,1.73876
"TYR",2.14605,0.497935,1.40503,6.72291,4.35257,2.50295
"TYRO3",1.407759,4.73616,3.9291,4.5313,4.77374,3.871286
"TYRO3P",0,1.21818,1.2756,0,0.464051,2.1851
"TYROBP",1.119633709,0.65264804173,0,1.34764,0.84929787351,1.80352
"TYRP1",1.31106,0.572008,0.912314,1.11227,0.472976,0.507722
"TYSND1",139.74719,95.225939052,95.02857,49.8159979,49.02877220589,35.834892
"TYW1",12.67086,25.15988,27.6875,11.70082,16.40671,25.4264
"TYW1B",5.04477,10.6146,11.3696,7.19528,8.81614,10.7502
"TYW3",10.8184,11.6633,14.14365,5.770508,9.04487,8.4893
"TYW5",1.050338,5.74294163514593,3.74849,1.9047352,5.85255773147,4.81899
"U2AF1",111.51186,72.0605,64.3857,130.46305,74.4484,49.3734
"U2AF1L4",41.04212,85.19603,57.80669,21.51431,45.09864,42.23386
"U2AF1L5",3.79933,11.54797,21.57549,3.13775834878631,1.0686,5.9838
"U2AF2",32.96044,40.23345,33.07918,17.95945,19.713486,23.90781
"U2SURP",37.359929,40.68132,43.25852,32.46016,34.114315,36.509645
"UACA",23.52762,27.48236,31.34126,18.80215,22.69582,23.45862
"UAP1",459.05629,280.02234,227.629110001613,237.949334,203.27727,143.69109
"UAP1L1",1.44707,3.8384,1.7368,0.9608,0.907811,1.42084
"UBA1",12.40175,10.06231,12.818602394,64.3026,16.01517,28.99743
"UBA2",375.632,375.7,360.291,159.417,223.962,193.692
"UBA3",29.41296,24.97489,16.8068,41.095,26.64603,23.90765
"UBA5",21.947239,11.650169,16.44503,56.37951,32.67926,33.56464
"UBA52",21.571783,36.503244,36.20084,48.4837494,70.019785,63.280309
"UBA6",4.10127,8.41165,13.2867,7.77584,11.1729,15.2424
"UBA6-AS1",1.80696,6.17719,9.33302,2.30591,3.88699,5.68694
"UBA7",0.722487,1.25956,0.871058,4.33021,3.02759,2.73147
"UBAC1",93.1991,62.9736,56.3521,124.397,94.8889,57.3727
"UBAC2",77.48142,60.137588,36.79832,32.029389,28.94793,27.02603
"UBAC2-AS1",39.0523,7.18267,2.207534,26.17025,4.53989,3.182668
"UBALD1",11.2546,5.118638,1.49319,19.25631,5.68503,3.931
"UBALD2",3.19806,5.84771,4.53804,18.9201,12.1479,6.44767
"UBAP1",108.881330000836,92.45259,62.42748,93.5987690010731,75.46911,51.630085
"UBAP1L",0.389612,1.83022,0.600941,0.560896,0.926125,0.851103
"UBAP2",38.6787,54.525653,69.993659,51.779722,56.666134,79.639733
"UBAP2L",30.899110332382,44.506899,42.60493,94.35155,72.31049,78.20603
"UBASH3A",0.0920524,0.041769,0,0.124998,0.116871,0.0668891
"UBASH3B",0.185911,1.08177,0.385737,0.384032,0.656314,0.880544
"UBB",3724.69126,3040.1512,2949.0105,3092.68568,3094.8842,2591.8997
"UBBP4",479.269,320.72,269.527,43.8014,83.5439,59.7162
"UBC",1842.17,1339.69,1272.75,3053.65,2296.59,1684.46
"UBD",0.172592,0,0,0.0962235,0,1.2604
"UBE2A",8.63709,2.2671266,3.04017,21.410584,5.53457,5.31377
"UBE2B",16.336,8.20374,6.77506,34.4218,11.8129,10.6515
"UBE2C",60.0369,23.512255,14.50767,41.462737,21.080351,16.704745
"UBE2CP5",2.68942,4.95092,4.65638,5.71072,7.50036,7.99092
"UBE2D1",2.099796,1.14136,0.7068000668761,3.03103,1.720226,2.638666
"UBE2D2",191.597,122.0406,89.1409,155.1723,85.9236,48.5791
"UBE2D3",36.097478,42.766641,38.15182385,72.05226,62.7414598,47.939744
"UBE2D4",1.86996,3.10382,2.96029,2.93492,2.75098,2.61329
"UBE2DNL",3.79417,0.737824,4.5819,7.80468,12.0248,12.9481
"UBE2E1",34.70439,19.61692,26.01765,33.43019,20.51729,20.8539
"UBE2E1-AS1",0,0,1.72127,0.702684,0,1.47451
"UBE2E2",11.8345,7.91821,8.65261,17.2095,9.72702,12.0671
"UBE2E2-AS1",42.26295,35.00385,38.0735,23.53662,38.7879,30.7046
"UBE2E3",30.116827,15.94564,17.8187045156,53.83479,18.25626,13.654063
"UBE2E4P",0,0.295907,0,0.406785,0,0
"UBE2F",12.296912,8.781383,4.78471000035571,15.778686,9.597653,8.379767
"UBE2F-SCLY",0,0,0.0888058,1.00831,0,2.21908
"UBE2G1",15.143,12.8523,11.4251,24.4812,12.5407,11.4403
"UBE2G2",6.66266,8.93669,9.16913,12.535853,12.86573,12.341356
"UBE2H",31.412644,24.01864,21.73556,47.343706,37.11392,25.196185
"UBE2I",74.387501,16.032224,12.365567,62.41043,12.225373,11.945332
"UBE2J1",13.0764,6.27865,6.29754,49.257,29.6351,19.2215
"UBE2J2",281.48635,113.4575,64.88644,259.63003,122.38616,75.3799
"UBE2K",30.728766,10.4800685,9.916678,34.077715,10.508747,7.9035065
"UBE2L3",60.2604523,26.30325,18.7454,32.352922747,19.911464,18.1479683
"UBE2L5",213.295,70.0576,58.245,48.9055,29.8859,14.9776
"UBE2L6",3.29329,4.14213,1.15247,5.339236,8.681411,5.33882
"UBE2M",165.5,109.875,79.4174,123.256,77.8634,47.2055
"UBE2MP1",0.610736,0,1.78044,0.828642,0.443692,0
"UBE2N",303.526,64.1369,61.5495,459.043,142.033,100.145
"UBE2NL",0.329006,0,0,0.0791576,0,0.340958
"UBE2O",24.6866,31.5481,23.4959,17.5885,19.4923,20.0173
"UBE2Q1",178.071,81.843,75.4245,88.4561,54.3439,44.9936
"UBE2Q1-AS1",6.61546,11.6633,3.4642,7.18782,9.5611,11.3446
"UBE2Q2",33.20937,27.64732,32.44547,68.4293,38.99207,38.89571
"UBE2Q2L",110.48,35.4352,29.0011,114.598,27.4642,23.2365
"UBE2Q2P1",6.61771,38.9164,37.8195,3.61693,19.8173,24.3208
"UBE2Q2P2",5.00543,39.1724,44.6881,4.92304,26.4176,21.9511
"UBE2QL1",0.150884,0.188189,0.21339,0.474384,0.28151,0.138218
"UBE2R2",66.4432,20.6442,22.1618,174.797,34.9721,26.7608
"UBE2S",461.208,263.975,247.489,465.527,323.435,233.391
"UBE2T",126.0088,77.97805,64.9656,42.58666,45.801,35.19329
"UBE2U",29.4885,18.9679,25.4086,55.4768,48.421,28.764
"UBE2V1",105.548795,81.606835708,53.6104179094,85.4798163,69.349445,44.6836980006995
"UBE2V2",176.54,70.2822,69.244,58.317,47.8563,27.8456
"UBE2W",13.636478,20.783199,14.362394,34.046457567,35.554945,18.222133
"UBE2Z",15.6513,13.9412,14.927,16.5161,8.87408,9.20149
"UBE3A",114.836704567156,102.855659729926,110.101576104,131.399422979567,98.6021050024343,102.984094559061
"UBE3B",29.084127,24.174155,25.922727,42.61977715,29.635896,27.662876
"UBE3C",96.744,84.1554,68.4557,41.0201,39.4313,35.234
"UBE3D",1.521323,3.8685075,5.330655,4.7683413,6.12125,4.739115
"UBE4A",64.7874743626,58.7721,47.3444,57.823995,28.8192,39.2435
"UBE4B",9.301487,8.73485,7.22862,9.700027,8.09135,8.864168
"UBFD1",15.8622,16.7668,14.3291,15.4141,12.7217,12.1841
"UBIAD1",12.47245,11.83936298665,9.91805,13.43712,10.369321518,9.01538
"UBL3",44.7773,28.5984,23.6773,104.644,46.1229,35.6276
"UBL4A",0.406243,0.465903,0.421767,1.88833,1.5197,2.36104
"UBL4B",24.7994,14.6315,31.4365,115.892,103.217,73.226
"UBL5",220.3689,163.7589,172.1169,144.0074,116.2026,92.8486
"UBL7",132.30872,36.033641,33.16727,123.846307,32.417215464858,31.198364
"UBL7-AS1",54.3701,33.27811,37.16101,29.82146,24.6132335285,45.86838
"UBLCP1",29.7785,30.8585,24.2396,36.9247,28.3711,34.5935
"UBN1",125.4369,120.0912,100.123,68.18142,57.0252,48.1685
"UBN2",27.1024,19.9713,21.1505,60.8326,27.5646,25.3628
"UBOX5",8.42013883137,10.23001,6.4154,5.327282,7.27056000627044,5.146173
"UBOX5-AS1",1.55539,3.21765,3.23371,4.41188,9.5157,9.69664
"UBP1",3.346277,10.10836,9.6575,5.962997,9.31781,15.6105
"UBQLN1",63.2692,44.6672,32.1762,68.1634,46.6595,40.4509
"UBQLN2",0.291311,0.583017,0,1.44327,0.664678,0.5709
"UBQLN3",78.5231,48.42611,64.33824,439.5124,280.8238,195.84592
"UBQLN4",1.02058,3.23097,2.52659,3.41048,4.0841,4.450911
"UBQLNL",8.10821,5.27748,7.23561,27.2569,24.9302,19.6574
"UBR1",28.5827,42.4321,46.4449,29.0754,36.1515,38.0957
"UBR2",6.341222,13.21879,15.71071,20.44532,22.42552,23.02533
"UBR3",8.1785,16.0921,18.4214,8.99823,11.0407,16.4973
"UBR4",57.0985,80.7889,72.4754,63.3313,45.3638,40.8795
"UBR5",205.0308,251.2776,220.1048,153.981,149.8438,122.1838
"UBR5-AS1",1.06671,4.25762,3.07705,1.41822,1.4072,1.20375
"UBR7",65.7442,27.576741,47.5282,191.11615,81.336321,71.2619
"UBTD1",9.74695,16.7508,10.2509,18.0547,23.8397,24.1602
"UBTD2",39.1272,15.6903,21.4648,191.744,76.1697,44.0949
"UBTF",8.32548,15.9593300011249,13.92497,8.800323,14.362050304828,15.30152
"UBTFL1",0,0.58913,0,0.629125,0.31752,1.02085
"UBXN1",155.7782,289.2531,295.08617,180.3323,242.27702,190.57056
"UBXN10",96.7935,67.1357,51.6538,73.1884,44.3035,30.0054
"UBXN10-AS1",2.06185,5.10431,6.41484,6.23048,5.49084,4.27494
"UBXN11",62.58079,27.09651,32.94851,149.64289,53.50154,53.15644
"UBXN2A",8.12249,10.0526,12.8793,10.7549,12.4148,14.7178
"UBXN2B",26.9936,20.24862,16.86011,40.4967,28.83444,15.4183
"UBXN4",109.188,60.9066,78.69,184.035,90.9946,71.4678
"UBXN6",202.3801,201.455,167.88877,190.039,147.46016,126.869
"UBXN7",27.2501,28.1251,30.4694,44.7552,32.9565,27.2102
"UBXN7-AS1",1.17818,2.98746,2.22407,0.598966,0,1.81883
"UBXN8",23.37002,25.536639,24.6454,66.7906,56.02611,51.61564
"UC.134",0.0557244,2.85286,3.87959,0.261587,2.31321,2.91725
"UCA1",2.09558,5.67432,5.12738,7.88657,8.07246,6.47481
"UCHL1",4.506,6.42207,11.4922,15.3174,8.76105,18.1253
"UCHL1-AS1",0,0.394556,0,0.268944,1.14935,0.163568
"UCHL3",210.54995,74.491569,89.5135,187.00109,93.14431,59.4781
"UCHL5",2.8835860134,6.09103,8.76924137491,4.03989899405482,6.1215429,7.20727062914
"UCK1",30.605945,29.952181,20.11832,28.393603,22.64184,11.912164
"UCK2",4.71188,3.08525,2.36554,13.7788,5.65223,3.62757
"UCKL1",3.5930804,3.581517363333,4.297916310246,4.6214559362869,3.164206,2.026704
"UCKL1-AS1",0.368521,1.18494,1.3395,0.556334,0.907352,1.81513
"UCMA",0,0.17017,0,0.0778352,0,0
"UCN",0.376513,0.674592,0,0.933663,0.257842,0.882614
"UCN2",0.323493,0.324987,0,0.36604,0.426957,0.31395
"UCN3",0,0.0827126,0,0.154626,0.155967,0.0668623
"UCP1",0.227585,0,0.0793875,0.856464,0.290792,1.07972
"UCP2",44.5514,8.92923,7.46928,29.8452,5.91976,5.35915
"UCP3",2.111021,2.63998,5.24289,6.94428,6.19555,7.62994
"UEVLD",6.3213,12.80974,9.8792,8.2968899,10.29702569328,11.29804722
"UFC1",85.7936,41.3828,39.6817,81.0377,38.6639,18.5253
"UFD1",37.3427,11.116543,12.775,103.13906,38.947,22.90565
"UFL1",17.8118,38.7325,39.1296,22.3744,32.9408,31.5138
"UFM1",4.948497,10.46629,10.3226440075303,15.382056,12.80453,17.08595
"UFSP1",0.114231,1.54101,0,0.0477778,0.87625,1.16781
"UFSP2",78.0453,63.351249,53.96576,122.09024,85.493038,44.801
"UG0898H09",1.04866,5.0611,4.19606,1.12449,3.71363,3.72294
"UGCG",2.94323,1.92814,2.93979,10.9575,6.51192,6.64831
"UGDH",1.93972,2.53185,2.04563212721,7.7041185,4.52799,3.43852
"UGDH-AS1",85.9168,310.546,293.463,201.443,251.344,253.035
"UGGT1",6.76098,14.85004,18.21855,16.142,15.723526,19.95253
"UGGT2",23.7585,48.1196,71.9837,20.8916,53.6168,66.9616
"UGP2",82.9319,42.30508,44.81645,112.2294,51.64838,39.13945
"UGT1A1",0.284313,0.389594,0,0.371336,0,1.33882
"UGT1A10",0,0,0,0,0,0
"UGT1A3",0,0,0,0,0,0.734131
"UGT1A4",0.0693091,0.379897,0,0.301744,0.817761,0.301268
"UGT1A5",0,0.132247,0,0,0.854022,0
"UGT1A6",1.35589,0.505363,3.40685,6.32273,0.689498,1.83112
"UGT1A7",0,0,0,0,0.248567,0
"UGT1A8",0,0,0,0.116931,0,0
"UGT1A9",0,0,0,0.0601727,0.815373,0
