Geneid	Length	genome_mapping/High_6555c3.rep5.RNAseq.mm10.sorted.bam
Pnck	1676	94
Tmem164	7018	5273
Dnmt1	6325	5931
4931406C07Rik	2981	2941
Ei24	2376	4440
AW551984	4448	130
Pkn1	3538	7090
Fbxl13	2630	15
Camkk2	4889	3422
Vps37d	1544	106
Adgrb2	5497	68
Daxx	2874	2358
Topaz1	5177	0
Zfp839	3725	1124
Olfr1354	1095	0
Ift43	809	1744
Gask1a	3723	34
Mup16	881	0
Serpina3i	2193	205
Serpine3	1402	13
Pate1	389	0
Ankrd60	1102	4
Gm9839	1437	0
Ccl27b	1085	0
Gm2506	819	0
Gm11127	1344	100
Tac2	884	6
Tti2	5079	1199
Mup12	883	0
4933402E13Rik	2025	0
Mup14	926	14
Tmppe	6856	1656
Mup15	889	0
Mup17	886	0
1700013H16Rik	1224	0
Zfp963	2291	272
Pttg1ip2	710	3
Olfr612	972	0
Pifo	1127	0
Rubcn	5810	4755
Sbk3	3152	58
Gm16513	2901	0
4930415O20Rik	566	15
Krt83	1757	0
2410004P03Rik	1798	21
Msi2	6853	5569
Samt1b	984	0
Gm10662	1724	0
Tmem200b	1370	159
Ccdc136	4153	155
Nat8f6	1373	0
E330021D16Rik	1811	0
Hbb-bs	639	0
Cldn34d	1003	0
Apbb2	6937	4877
H2-Q9	1521	0
Papss2	3796	4432
Atp9b	5432	6623
Mapk8ip1	3461	391
Armcx4	9011	810
Crisp2	1469	2
C1qtnf1	4519	2915
C1qtnf3	2569	392
C1qtnf6	2428	2638
Rapgef4	7896	1915
Spp1	1658	193461
Clec12b	1621	36
Clec16a	6244	2310
Clec1b	1170	132
Clec4a3	1330	397
Clec10a	1501	526
Hdac7	5216	8292
Cyp4f14	2420	423
Gucy1b2	2717	0
Oprk1	4707	0
Kcnj11	3252	1434
Sprr3	1222	6
Myadml2	2307	242
Set	3101	19283
4930558K02Rik	1164	0
Recql	4782	1135
Zfp648	3644	0
Ifi207	3483	1488
Ptrhd1	4027	578
Gm20172	1551	0
Reep2	1926	56
Reep3	5550	8286
H60c	2817	6
Reep6	2016	6202
Retn	1286	22
Brd2	5025	19602
Sars	3704	14134
Cep85l	7361	1491
Gm2696	783	0
Mptx2	694	0
Jagn1	1260	2151
Gm11568	1144	0
Gm19402	854	0
Gm10100	397	0
Gm19668	805	0
Gm10142	399	0
Eef1akmt3	699	6
Gm11544	1357	0
Jarid2	6158	2308
Acr	1567	8
Jdp2	1881	1336
Gm14295	1311	150
Jkamp	1976	2356
Jmjd4	4445	701
Josd2	1180	776
Pnoc	2157	12
Jph2	4255	1292
Trim47	2195	3466
Scarb1	3100	6061
Tbx20	6892	758
Ssxa1	493	0
Zfp994	4880	439
Npy2r	3361	12
Ssxb6	522	0
Yes1	4608	2684
Yipf1	1322	2008
Yipf2	2177	812
Iffo2	6214	4336
Abhd4	2698	5802
Ppp2r2a	4108	5033
Astn1	7224	0
Rxrb	2768	3841
Sorbs2	6867	24739
Cnot1	8914	15245
Cyb5r2	2772	20
U2af2	2202	10015
Nrxn2	6663	172
Arhgap27	5626	4738
Parp6	2714	2040
Kat6b	7337	2948
Fasl	1934	0
Gal3st2b	1185	7
Thsd1	4430	386
Gm14781	1360	0
Gm14496	2550	0
Tmem39a	2934	1994
Slc12a3	3299	20
Tyk2	4873	2636
Stat1	5356	1643
Scn10a	6420	10
Prl3d1	878	0
Map4	10320	17517
Arap3	5499	3688
Psat1	2491	8472
Ppfia2	6809	36
Papln	4375	66
Sun2	3809	9806
Lipk	2240	0
Gramd4	4447	7620
Dcun1d1	4745	2252
Clec9a	3294	114
Septin7	3238	10982
Golm2	4354	1152
Actr3	2746	19979
Atg16l1	3180	2980
Gprc5d	1385	1
Fam234a	2879	6297
Gsn	3031	38858
Mavs	3189	3489
Tmem200c	3213	0
2610528A11Rik	756	52
Smim18	587	5
Usp44	4149	2
Olfr426	949	0
Shisa8	1804	42
Fignl2	4208	411
Gm16404	650	0
Gm14625	650	0
Rnf223	1541	25
Spx	1579	94
Ano1	4585	14888
Trnt1	3539	1448
Fam160a2	10986	3373
F10	2693	5061
Gon4l	7584	3734
Slc4a10	5786	16
Zfp976	5011	175
Trip10	2458	6701
Jmjd1c	9117	6982
Miga2	3649	2177
Susd6	5065	7690
Otulinl	3068	601
Slc37a1	3623	4678
Ammecr1l	5353	3034
Ncoa6	6872	6134
Nit1	1374	1869
Fam187b	2673	103
Gm7903	3836	0
Gm3317	1743	0
Zfp973	1335	0
Zfp965	1295	0
Gm3264	2008	0
H2al1b	490	0
H2al1c	318	0
H2al1d	318	0
H2al1f	318	0
H2al1g	509	0
H2al1h	442	0
H2al1i	318	0
Btbd35f3	1949	0
Spin2d	1015	0
Aadacl2fm3	1206	0
Col6a3	10841	11681
Btbd35f16	1960	0
Btbd35f15	1960	0
Samt1c	986	0
Samt1d	984	0
Zfp939	2494	227
Btbd35f27	1943	0
Gm16445	971	0
Gm4070	9036	0
Adk	1952	8260
Ap1b1	4543	6833
Dlg2	8022	70
Arntl	2929	1775
Atp6v0a1	4754	11805
Bcat2	2045	3475
Nr1i3	1414	1986
Cav1	2767	15860
Zfp433	2532	0
Sema3a	7288	1462
Cep57l1	2387	305
A630095N17Rik	767	9
Gm3776	874	349
Gm11837	1028	18
AI182371	2892	1744
Gm6408	1191	0
Gm3404	1130	0
Gm6370	1162	0
Gm3402	1154	0
Gm3409	1154	0
Gm3415	1177	0
2010315B03Rik	2759	753
Fam193a	5541	3431
Tspan2	4362	1296
Zfp981	3191	11
Gm13286	549	0
Gm13290	968	0
Alg11	4964	2408
Gm13289	968	0
Gm13279	968	0
Gm13288	2850	0
Gimap4	1810	576
Rgsl1	3745	8
4930444P10Rik	1844	10
Cacfd1	3474	2452
Gm4791	1021	0
Lactbl1	1954	0
Ccdc85b	4401	2755
Mif4gd	1840	2490
Itch	5389	5234
C87436	3198	1126
Rassf1	2130	1822
Ciita	5997	443
Clcn5	4353	2134
Cdc42	3004	20154
Esrrg	5933	264
C7	2709	107
Fam124a	3557	370
BC024978	2756	391
Gm14322	4057	98
Zfp383	2620	390
Trim34b	1535	16
Pramel42	2064	0
Btg1b	825	0
Vmn1r90	930	0
Pax6	4761	10
B4galnt1	3289	7092
5430401F13Rik	602	0
Gm8765	3109	0
Esp15	1169	0
Gm9573	5231	0
Gm10377	847	0
St18	6161	28
Faiml	785	0
Esp18	1257	0
Celf1	7965	13572
Sall2	5336	588
Col25a1	7481	18
Lcp1	4337	6132
Zkscan8	8899	1993
A630023A22Rik	1334	15
Ms4a18	1385	0
Ggnbp1	1784	606
Gm38425	1688	0
Esp3	1316	0
Ly6c1	1645	1356
Cacna1a	7929	1132
Gga3	3681	2078
Dnah7a	12272	0
Greb1	8260	59
Hs3st4	3230	0
Zswim8	6073	9276
Zfp384	3665	4053
Rbmxl1	2391	2316
Etfbkmt	1690	1799
Cadps2	6043	259
Tmem106c	1635	1763
Epn2	5960	8108
Eya1	4345	62
Amz2	3082	2501
Map4k4	5974	22090
Kcnj16	4027	14
Rpl31	1253	13399
Nbr1	5133	10015
Nf2	5298	3133
Npm1	1718	36196
Ica1	2075	1192
Ogdh	7106	19799
Mest	2777	539
Tafa5	2908	141
Ncor1	11144	11561
Shmt2	2305	6875
Pan2	4453	4750
Slc6a15	3774	8
Septin8	6080	6155
Syt1	5192	54
Rundc3a	3050	413
Mybpc1	3981	1738
Nt5c3	1779	3713
Irf5	2646	1192
Slc25a19	2792	904
Tafa2	4610	68
Tle2	3115	861
Rpain	1214	724
Dlg1	6111	9318
Mgrn1	4262	9064
D16Ertd472e	6160	1009
Phldb2	5891	16458
Tfg	1989	5486
Ppil2	2470	3661
Vrk2	1891	353
Strada	2543	1220
Cldnd1	2209	3911
Pou5f1	1443	16
Ptprs	6977	18321
Epn1	2568	8890
Ddx39b	1758	12662
Prkd2	3757	1237
Cyfip2	7029	326
Mlst8	3366	1007
Ranbp3	2822	5909
Bag6	4320	15468
Cpt1c	2797	338
Sh3gl1	2319	5703
Cd84	6253	1305
Tjap1	2595	5157
Prmt1	1508	8533
Slc30a6	2171	1524
Cmtm7	1137	1206
Marchf2	3966	3477
Smad2	9142	5641
Inca1	1377	384
Catsper3	1352	29
Osbpl1a	5306	2668
Rapgef6	11963	3560
Sorcs1	8349	8
Aftph	4045	3416
St6gal1	4836	10462
D430019H16Rik	5786	240
Lipi	2082	0
Ehbp1	5048	1962
Hfm1	5312	0
Nono	2468	18998
Zfp82	3396	297
Picalm	4193	17611
Cpeb1	3386	670
Pqbp1	1334	2551
Slco2b1	4988	1318
Llgl2	3614	3208
Cacnb2	4450	1220
Ciz1	3294	5192
Cyp4a31	2509	31
Sec23b	3220	5232
Sh2d3c	3681	1290
Cybc1	2590	2472
Folr1	1407	10
Gstz1	2166	4522
Mllt10	7692	4010
Rad51b	2837	464
Matn4	2571	63
Oprl1	3314	6
Sez6l2	3799	149
Phyhd1	1793	2040
Serpina1a	1939	13393
Cttn	3223	24456
Slc35c2	2109	2477
Klra4	971	0
Sulf2	4186	7830
Usp8	4210	6534
Zfp410	5439	2581
Zmynd8	10113	5154
Tspan4	1569	6773
Smpx	1129	1124
Cars	3222	5501
Irf7	1859	544
Fut8	3982	5256
Spock3	3280	196
Csgalnact1	4584	1246
Ptgr2	3290	3831
Cdh16	3318	431
Smn1	1404	1799
Cdh23	11255	150
Tbc1d7	1261	782
Hrh1	4445	222
4833439L19Rik	2674	6253
Csf3r	4047	1474
Ecm1	1900	31621
Kcnab2	3888	626
Ldlr	4533	11013
Albfm1	2241	308
Dmtn	4917	141
Smr2	813	0
Dhx30	4500	4377
Smc5	5868	4883
Fam214b	3495	2758
Kcnma1	7836	213
B4galt2	2522	1559
Serinc2	5550	3659
Mtfr1	3817	4771
Smarcad1	5542	2741
Slc7a7	2676	1410
Immt	2761	11491
Trpc4	4992	20
Dnajc12	1365	576
Patz1	3482	1189
Elmod3	2788	748
Zfp219	3317	4203
Elp5	1435	1985
St7l	5990	1973
Mbnl1	5884	11129
Msra	2135	1386
Atg7	4144	4403
Fstl5	4956	0
Ints9	2709	1252
Pdlim2	1651	2972
Fcer2a	2358	14
Tpm3	3340	40370
Fdps	1461	10137
Zmym5	5541	2772
Gpm6a	3554	142
Tdrd3	6139	1936
Anp32e	3260	7772
Enox1	3555	50
Ssx2ip	3701	1760
Prlr	13415	498
Def8	4107	3361
Tarbp2	1790	1719
Smim22	477	141
Slc12a4	3832	9246
Ywhaz	3919	29325
Racgap1	3065	4801
Elp3	3042	4029
Ano6	5711	17105
Ankle2	5259	4242
Tmem184b	3550	6475
Irx3	2363	1323
Atp2c1	5278	6157
Fibp	1240	3440
Prpf19	6333	16102
Cbll1	4007	997
Tmem52	968	38
Tet1	14354	82
Scn5a	8547	2880
Tcf12	5061	5665
Tmem205	1102	3599
Itgal	5225	884
Mtf2	5261	3095
Pkm	3828	142474
Apbb1	3322	1369
Tssk4	1420	69
Prkar1b	3076	280
Slc4a2	4178	15316
Ecsit	1673	1565
Ncor2	8908	13712
Nat8f7	1276	0
Sez6l	6080	50
Akt1s1	3160	4065
Efcab15	1199	0
Lce3e	607	0
E030030I06Rik	2292	52
Il15	1285	389
Echdc2	1307	2499
Lce1k	663	0
Rnf128	3294	7104
Mospd3	1634	1829
BC035044	2612	14
Zfp850	6546	241
Ankrd66	1321	49
Esp16	1243	0
Gm1553	662	0
Ubox5	3884	769
Gm5071	1035	0
Gbp4	4761	235
Bmp8a	2400	57
Hsf4	1753	619
Esp24	433	0
Esp38	375	0
Rslcan18	2981	90
Eif3j2	2409	0
9330182O14Rik	2053	0
Krtap16-1	1891	0
Ccdc149	3385	1128
B020004C17Rik	2385	0
Gm5141	3279	132
Scgb1b29	404	0
7530416G11Rik	1161	0
Scgb1b3	419	0
Myo7a	7606	4721
Rnf6	3626	5930
Dtx2	2737	1170
Mtif3	5157	898
Slc10a3	2021	675
Mib2	4020	1758
Mtfr1l	2499	9600
Sun1	4133	7057
Nipa2	3989	1715
Fsbp	4572	26
4933402D24Rik	1756	0
9430069I07Rik	572	3
A630076J17Rik	666	0
BC107364	1159	0
Gm5108	543	0
Eif4g3	8611	9119
Wnt5a	6305	1010
Samt2b	919	0
3110082J24Rik	767	0
Smbd1	520	0
E030018B13Rik	1015	103
LOC666331	472	0
Rims2	7940	106
Agap3	4126	7755
Epha10	5905	3
Gm4724	4538	0
Gm38423	1237	0
9030624G23Rik	5293	46
Zfp995	2221	466
Gm10408	1571	0
AI837181	1545	2960
Zfp672	3643	792
Tmem250-ps	2683	4087
Gm3488	4082	0
Gm3500	1982	2
Usp17le	1885	6
Rpl31-ps12	484	0
Zfp811	3555	25
Kcnj12	4886	372
Ankzf1	3050	1118
Gfi1	3107	124
Ttc28	10687	1440
Dpf3	3772	78
Ctss	1360	13147
LOC100861978	1044	0
Slco1a5	2698	18
Eef2k	6716	3768
Asb13	2410	1351
Igip	1378	759
H2-L	1064	0
Fign	9968	254
Zdbf2	13128	14
Ccl21d	867	0
Olfr1565	1084	0
Lce3d	560	0
Gm10681	1645	0
Gimd1	4159	1222
Gm20878	377	0
Gm21586	377	0
Ccdc30	4712	43
Pramel47	2299	0
Pramel50	1594	0
Mical3	9938	4132
Gm10228	550	0
Gm19345	998	40
Gm6902	1414	0
Tmem254b	1551	0
Tmem254c	1644	0
Plac9b	998	0
Cphx2	1662	0
Gm10256	1580	0
Gm10352	1580	0
Gm3376	1580	0
Gm21677	1580	0
Gm21693	1580	0
Gm21704	1580	0
Gm21708	1580	0
Gm4064	1580	0
Bin2	1981	553
Scgb2b3	367	0
Scgb1b7	421	0
Scgb1b20	420	0
Gm21119	2514	0
Defa33	427	0
Ascl5	567	0
Defa36	398	0
Gm21312	1246	0
Gm20765	1246	0
Prob1	4875	610
Btbd35f23	1904	0
Btbd35f21	1921	0
Gm21637	778	0
4930402K13Rik	1781	0
Ifitm7	865	0
Gm21319	1863	0
Iba57	4567	519
Gm2042	1840	0
Gm5795	971	0
Gm3411	1991	0
Gm3558	2055	0
Gm21293	1217	0
Gm6763	1217	0
Gm8764	1217	0
Gm21304	1217	0
Asxl2	9033	5706
Adam9	4039	25376
H2-T-ps	1289	222
Ube2w	4177	1726
Calcoco2	2029	0
Siglecf	2510	148
Olfr631	1550	0
Fbxw11	4494	5882
Cbs	2503	5604
Flcn	3854	4752
Arrb2	1988	3532
Prl8a6	1125	0
Hdac9	10866	620
Ankra2	3281	1357
Nol8	4827	1977
Ephx2	2588	10684
Sorbs3	3453	3049
Nfam1	4298	1057
Ly6a	1002	4402
Ager	1699	404
Haghl	2188	1127
Ndufs8	1027	4212
Enox2	3977	1016
Gabpb1	5702	1551
Scube1	7932	234
Pglyrp2	2877	1823
Clip4	5117	1223
Chka	2687	9186
Il15ra	2021	604
Insig2	2953	4994
Spag16	4892	0
Myh14	6583	5531
Cnot7	3162	5066
Slc4a9	3436	892
Gm715	1209	6
Aire	2026	6
Cdc7	3241	763
1700065D16Rik	758	0
Tktl2	6446	0
Trp53tg5	931	23
Sec1	2470	46
4930426D05Rik	1621	0
Dnajc5	4533	20698
4930451G09Rik	2833	44
Eps8	4936	18048
Rpl37rt	753	927
Sort1	6930	3704
Socs1	1339	261
Ackr3	2319	4620
Fen1	2597	1897
Fgfbp1	1248	543
Gja3	2893	40
Gja5	3180	66
Ifi47	2013	468
Wnk3	10400	32
Kcns2	5586	0
Pgf	1682	1279
Lrrn3	3520	26
Mc2r	1860	2
Surf1	1218	1972
Trim2	8234	3257
Tk1	1369	2422
Xbp1	2247	12915
Dnmt3a	9947	3498
Wnt5b	2654	136
Adra1a	4871	113
Bhlhe41	6124	2651
C8g	1236	514
Rchy1	2460	3989
Agrp	863	19
Pcdh11x	8782	6
Aqp9	3113	2159
Add2	9756	5706
Ano10	2653	2976
Ano5	7818	56
Vmn2r124	2568	0
Ano7	4019	148
Acox1	4153	24600
B3gnt9	2516	471
Eya2	2758	5317
Fut1	2580	0
Fut2	3059	1195
Scnn1b	2847	16
Sema6c	4186	196
Arvcf	5040	1145
AA414768	1669	292
Slc33a1	3121	4078
Acta1	1571	11779
Ces2h	1700	4
Ada	1704	594
Adam5	3130	22
Trim24	6435	5040
Abhd10	2890	713
Trem2	1146	764
Tysnd1	2286	2034
Fabp5	953	6584
Cp	6265	59145
1110025L11Rik	593	0
Aip	2098	4579
Brat1	3485	1885
Tle5	1505	21234
Wwp1	6497	3662
Avpr2	1812	6
Ampd3	4927	4808
Cdkl2	4576	901
Cyhr1	6517	5434
Ms4a2	2815	8
Epc1	4651	3612
Setmar	1770	203
Kcnip2	2491	1012
Camsap1	8077	4376
Spns2	3404	4689
Ebf2	5714	106
Ube2dnl1	743	2
Ube2d2b	1616	68
Ippk	4858	2948
Rad21l	1659	0
Lef1	3969	114
Fn1	8425	227887
Fgf12	8457	0
St6galnac4	3994	1008
Acy1	1446	1133
Tlr1	3054	256
Alad	4601	3110
Lcn6	808	0
Ahsg	1514	107132
Slc17a5	3241	1759
Slc19a2	3571	3728
Asap1	6479	8368
Vps13d	15849	8152
Cited1	1519	73
Dag1	5961	15349
Ism1	2965	349
Syt6	5343	189
Arc	3059	582
Nxf1	4049	9942
Agxt	1553	1662
Ackr2	3012	232
Dst	30301	28528
Zc3h11a	4883	15344
Fer1l5	6419	479
Cops5	1739	5171
Crlf3	2396	1709
Rpl22	2497	17466
Hnrnpr	8165	4513
Gm867	1228	4
Chd7	11306	3591
Fam205a1	4146	0
Gm1966	8980	278
Fthl17-ps1	860	0
Ano4	4222	8
Clec2f	657	89
Bmpr1b	6199	60
Crk	6005	11899
Zbtb24	4293	749
Crkl	5050	4094
Hoxa9	3229	10
Zmat4	4231	0
Acvrl1	3788	798
Spred1	7084	6046
Tbxa2r	2175	78
Adam17	4550	4082
Fgf5	2504	10
Fancl	1782	277
Foxn1	3264	10
Grip1	6398	58
Adck1	3472	713
Mea1	1195	2557
Pex5	3306	5651
Aldoart2	1692	8
Gm11239	1240	0
Gm11238	1240	0
Gm11236	1240	0
Gm11237	1273	0
Cav2	3350	12881
Treh	2048	282
Tmem216	1166	721
Dazl	2964	0
Tpm2	3326	5895
Fkbp6	1792	0
Prkaca	2502	4949
Tnnt1	1030	178
Gm11780	1685	0
Ecel1	2985	4
Lamb3	4164	9370
Casp9	3899	1607
Rad51d	7705	1144
Apoc2	813	89
Sh3gl3	1648	46
Taf1a	2482	1252
Ly9	2591	137
Itga6	6018	21666
Tmem247	755	2
Snap91	4738	72
Meis3	1774	391
Stk16	2905	2336
Chrd	3504	1786
Farsb	2539	2966
Ube2t	1133	195
Hbb-b1	631	0
Pih1d1	1424	1688
Disp1	5208	1942
Dmc1	2219	8
Prnp	3732	4096
Prn	3400	0
Fyb	4997	968
Gm44504	1187	4
Rcn2	2607	4009
Ndufv2	1637	5918
Rab18	3688	8436
Rtl5	4330	743
Cryaa	1214	2
Pomc	1325	12
Tnf	1653	460
Umod	2637	0
Kbtbd12	4628	239
Olfr1290	1286	0
Abca16	5240	0
Mroh2a	7502	17
Gm10267	345	0
Psme2b	1059	291
Gm1110	2385	0
Cdc20b	1560	0
Syngap1	6027	744
Lce1j	698	0
Scgb2b12	511	0
Speer4c	1190	0
Gm10354	795	0
Gm21671	804	0
Gm1979	804	0
Scgb2b15	425	0
Scgb2b17	425	0
Gm5862	804	0
Scgb1b19	282	0
Gm7361	804	0
H2ab2	348	0
H2ab3	645	0
Cldn34c4	820	0
Plcxd1	3547	151
Ace	5303	5600
Ifi27l2a	883	216
Anxa8	1879	14862
S100a9	524	1852
Aoah	3191	287
Cysltr1	2979	313
Pbdc1	3423	1450
Sema4d	6040	2314
Gria3	5663	126
Pcsk7	4160	2337
Crtam	1939	56
Csmd2	13555	0
Itk	4671	78
Glrb	3253	6
Ctla4	1933	117
Invs	5900	702
Mup9	882	0
Lrmp	2907	1566
Rasal1	3668	118
Rbl2	4925	4094
Tekt1	1636	0
Cnga3	3832	0
Tyrp1	2755	0
P2ry1	3899	401
Psmd4	1344	12957
Vasp	2251	8651
Hax1	1258	2606
Btbd35f13	1943	0
Sh3glb1	7489	25709
Pmm1	1302	2066
Gak	5626	12909
Msh4	3709	15
Ddx46	5715	8724
Rgs6	6101	43
Cyb561a3	3357	5998
Sftpb	1564	195
Deaf1	2733	2554
Trpc6	5066	288
Tjp3	3342	1683
Mtif2	3086	1807
Brpf1	4901	4584
Mroh6	3995	66
Magoh	692	2502
Elk3	4234	7079
Pcnt	9530	5042
Cobl	5728	2701
Spin1	4641	9950
Ewsr1	4619	17506
Homer1	7736	949
Artn	2411	58
Tmem201	6306	2677
Syncrip	7714	9877
Shisa5	2510	6964
Nprl3	3206	1954
Atp13a5	4535	0
Adra1b	3567	211
3830406C13Rik	2775	765
Septin4	3630	636
Casp3	2610	8138
Bcl2l11	7137	3674
Vps25	1419	3222
Cask	8361	5045
Crabp1	802	124
Cck	854	44
Chit1	1851	0
Calu	3423	41078
Esd	2121	16753
Tcf24	3865	154
Eef1d	3009	12160
Adamtsl5	3559	1862
Rangrf	950	378
Cbfa2t2	6080	2401
Tmem33	6404	5172
Bad	1521	1833
Gfra1	4750	5593
Fmn1	14909	3111
Carf	5789	792
Tbx1	3467	82
Htr1d	3204	162
Mknk1	2699	1703
Nap1l4	2405	7476
Tead2	2359	1926
Rps6ka1	3450	6507
Cops2	3364	7683
Cnot6l	8814	4793
Nr1h2	2022	5343
Tle1	12173	2999
Thoc7	1184	1708
Arhgap9	2817	541
Ildr1	3042	60
Wnt11	3185	339
B4galt4	2381	231
Polr1e	3691	789
Zbtb20	3329	1147
Grk3	6600	603
Dtna	7392	490
Tmem53	1230	434
Ppil3	1965	580
Far1	5219	7794
Nox4	3868	1154
Osgepl1	1947	626
Paqr7	4197	7314
Sgip1	5589	14
Matk	2327	219
Syt8	1661	4276
Trim3	3295	4392
Pafah2	3342	3079
D630023F18Rik	2667	10
Zmym6	5284	1509
Pde1b	3735	715
Sae1	2630	5442
Eri3	1844	2910
Cd2bp2	3509	3127
Dapk1	5940	3449
Mfn2	4828	10907
Dock10	7552	916
Ubxn10	4576	110
Dhx34	4345	2010
Fez2	4745	8030
Eif3k	1099	7352
Zranb3	5278	409
Cyp39a1	3106	1244
Podn	3331	448
Lyrm1	1510	100
Skint2	1277	0
Skp2	3411	778
Antkmt	978	2589
Cdc27	5799	3609
Tbc1d5	5902	2359
Prc1	3102	3524
Plekhg5	4037	1181
Scyl3	4689	1910
Abcg8	3749	1041
Unk	3741	1689
Tubgcp2	3650	2708
Dlk2	1566	2719
Csn1s1	1435	0
Csn2	1144	0
Dhx32	3329	5511
Stx2	3794	3585
Ncf1	2969	2375
Klc3	2028	315
Anks1	7092	3618
Angpt1	4316	746
Lbhd1	1150	0
Traf3	7160	5322
Mllt3	6225	2236
Lox	4934	7155
Fuom	2420	618
Nfat5	13443	19715
Dao	2062	0
Ghrl	632	34
Elf1	4329	4598
Daam1	6319	2906
Arhgap24	4661	528
Otx2	2693	0
Pdyn	2547	20
Sigmar1	1645	4170
Nrap	5505	9360
Ergic2	3935	2663
Ehmt2	4116	19952
Fam118b	2045	925
Foxp2	7072	51
Terf1	2268	803
Brd4	6310	8044
AI593442	5833	50
Atl2	4148	3906
Rcan2	4172	1760
Ssbp1	2637	1793
Xndc1	3246	252
Glcci1	6248	753
Pacsin1	4420	2
Olfm3	4980	20
Camk2a	5358	204
Rnaseh1	1457	1243
Jund	2878	22456
Pla2g12a	1901	1981
Tspear	2446	0
4933434E20Rik	2832	4014
Nup98	8200	5655
Sct	536	0
Alpl	2692	370
Kif14	8338	635
Atf4	1729	14158
Esp5	1113	0
Gm44501	1229	0
Rskr	3245	14
Lrit3	6502	0
Mst1r	4744	3127
Nppb	669	2598
Gck	2898	48
Tal1	4274	183
Csf2rb2	4739	1821
Cebpa	2639	3246
Arhgap6	6255	765
Cebpb	1518	7547
Adh5	1687	11081
Mdm2	3099	4740
Crhr2	2945	110
Arid3a	5421	646
Emp1	3046	68271
Mrgpra9	1083	2
4933428G20Rik	1425	8
Fam110a	2224	1612
Pira6	5380	102
Cipc	4486	2445
Kansl2	3820	3643
Grap2	5620	86
Atp9a	4567	13712
Rad1	4678	651
Cd1d2	1244	7
Kcnab1	4152	2929
Treml1	1250	18
Hgf	4148	318
Mme	6611	529
Sox17	4095	391
Tcl1	1641	0
Klf10	4021	3986
Pitpnm2	7359	3250
Psma7	1591	13725
Papss1	2917	6076
Sh3yl1	1892	699
Exoc3l4	3525	914
Oard1	1461	1450
Gbp3	3121	327
Egflam	4893	418
Cpa6	1940	2
Adgrf4	3064	62
Crppa	5409	295
Dcstamp	2054	105
Tfr2	3747	10025
Tbc1d1	5836	5064
Zeb2	11707	2871
Cad	7137	7551
Lrrc40	2796	2346
Adarb2	7351	0
Cndp2	2256	8524
Hormad1	1921	0
Fhl2	1677	5396
Stx18	2518	1301
Brap	4151	6143
Atxn7l2	2631	1066
Amph	3231	28
Tgfb1i1	3904	896
Styxl1	1729	40
Pomgnt2	2583	319
Mpv17l	3567	412
Rxfp2	3431	0
Sass6	4376	303
Spata7	2233	300
Tsc1	7715	4111
Chfr	3423	4057
Glycam1	668	8
Radil	3904	286
Zfp12	5346	1705
Sting1	2302	1303
Kynu	5111	619
Slc25a40	2838	686
Txndc5	3158	16957
Psd2	4614	16
Tfcp2	3326	978
Klra3	1324	4
Brd8	5758	5270
Zap70	2721	35
Celf3	4173	54
Btn2a2	2983	0
Zyx	3976	7489
Mynn	5533	1957
Mgme1	3107	769
Scgb3a2	604	0
Pxylp1	3288	1573
Stard6	1626	90
Gid8	5193	4012
Nell2	3579	127
Fhod3	6237	2606
Agbl3	5595	386
Upp2	3645	218
Resf1	6149	7976
Fam71f1	1596	90
Tmem241	3347	605
Sidt2	4314	12769
Arhgap33	4447	300
Kctd17	1906	945
Pacsin3	2291	3738
Arntl2	2623	842
Jade3	4991	910
Arhgef3	4560	4060
Tbpl2	1734	0
Zfp740	4856	6352
Prrt3	3924	10
Cflar	8441	5410
Clec2i	2407	46
Sh3glb2	1873	5202
L3mbtl2	3810	1641
Cpvl	1708	2
Bcl2l1	3256	16250
Ampd2	3905	6287
Wipf1	4778	2441
Slbp	1906	2211
Gapdh	1496	118431
Tmem255a	4155	204
Xpnpep2	3699	34
Mcf2	4643	4
Nxf2	2464	0
6820408C15Rik	1835	2
Mturn	5307	1006
Lrrc4c	4702	14
Tgm6	3546	0
Apoc3	746	9756
Rnf32	1606	42
Rarb	3776	363
Spink2	822	10
Exoc1	6684	4191
Rufy3	6536	1826
Pus7	4459	4573
Cryab	1226	6527
Slc26a5	4616	0
Asic1	4911	205
Hadhb	2075	5694
Poln	3043	104
Ccdc63	2661	23
Dgcr6	1760	1615
Ovol3	2018	4
Clock	9925	7005
Nanog	2242	1
Zfp473	4249	74
Cox6b2	617	26
G6pc2	2148	0
Itih5l-ps	4374	0
Per3	6048	1503
Tns1	10066	20433
Csnk1e	5108	10218
Zfp189	3047	438
Cd83	2141	528
Rora	12321	1804
Prl8a2	938	0
E2f3	5361	2165
Aopep	9141	3105
Egr3	4134	268
Ache	2212	66
Pemt	1237	2776
Rbm4	2718	15
Gm21992	4992	69
Ccdc169	3324	6
Snx29	2812	305
Nudt7	3277	656
Ddit3	871	1484
2410141K09Rik	1719	0
Rgs21	827	0
Mtarc1	2142	2828
Amot	7485	2234
Rcor3	4419	2206
Pld6	1959	48
Samd15	2063	6
Shisa7	6007	0
Plppr2	2773	522
Ism2	2526	22
Nrde2	3936	2343
Col12a1	11719	15620
Wnk2	8688	451
Igdcc4	6230	729
Vsig10l	3831	203
Slc26a8	3674	115
Prickle4	1392	3
Zfand4	3221	370
Map4k3	4189	4047
Plcb3	4259	10859
Zfp37	3722	426
Aifm1	2368	4625
Nmt2	4461	7137
