Geneid	Length	genome_mapping/High_6555c3.rep5.RNAseq.mm10.sorted.bam
Samd12	934	0
Arrb1	7112	6525
Tafa4	2182	2
Mysm1	7419	2614
Trappc11	4322	4747
Pptc7	4611	3643
Slc26a9	3640	1016
Fastkd1	2856	1006
Prdx6b	2889	0
Tmem154	3342	602
Kndc1	7302	0
Zhx3	4480	1162
Samd5	2495	1710
Amigo3	2543	300
L3mbtl4	4570	0
Spata33	518	48
Itgb8	3096	107
Wscd2	3811	0
Map7d3	2795	40
Hnrnpl	2142	16648
Lrrn4	3475	138
Enpp6	4969	34
Arl4c	3966	9529
Cyp4f39	2618	0
Zswim9	3347	299
Fpr-rs6	1020	0
Pik3r5	4363	1134
Agtr1a	2284	817
Sbf2	7163	6085
Tsr1	3385	2207
Pak2	5741	10015
Ghsr	4433	4
Gen1	5291	441
Exoc3	4596	3273
D930020B18Rik	3427	4
Arl11	1482	260
Taf5	3258	736
Tmem203	914	912
Ifna13	819	0
Ifne	664	14
Gldn	4649	20
Hykk	5103	294
Slc9a7	9436	213
Vash1	6189	1115
Plcxd3	1890	8
Lamp3	3343	20
Dmrt3	2391	0
Ifna12	797	0
Sh3pxd2b	7408	11473
Gpr157	4762	378
Gemin4	3448	1360
Tmtc2	5672	630
Myh8	6148	7
Tnfsf15	5777	66
Dna2	4122	691
Rab26	1434	28
Myo3b	6256	48
Rnf150	9685	794
Cyp3a44	1962	13
Cog3	4222	3921
Cyp2r1	1630	118
Gpr21	2297	10
Ust	4284	254
Slc41a2	4386	1613
Mia3	6741	8323
Myo1d	5353	6297
Nalcn	7115	136
Ifnl3	582	0
Atp6v1g3	1887	0
Cyp4a12a	2422	10
Tram2	1390	394
Rab5b	3176	5096
Ofd1	4453	1449
Scgb2b24	503	0
Mogat2	1772	135
Cndp1	2829	0
Parp16	2483	1356
Micall1	6694	5940
R3hcc1l	3979	1829
Umodl1	5043	0
Adgra1	4758	8
Acaa2	1500	10179
Ccdc69	1419	68
Slx4	5721	2440
Tmem191c	1408	287
Pum3	3554	6724
Zfp280b	4874	1115
Ang4	695	3
Vangl1	4214	2699
Pcyt1b	5229	410
Usp46	3225	3135
Dhrs11	1421	879
Zfp3	1823	301
Slfnl1	1762	0
Pramel27	1833	0
Rimkla	4065	8
Baiap2l2	2072	523
Aph1b	4558	789
Iqcj	1579	0
Eif5a2	5026	812
Ulk4	4078	275
Igsf1	5582	46
Mtmr9	2408	3208
Mkx	3201	54
Zfp947	2659	52
Fbxw13	1485	0
Ccdc73	3944	150
Tmem60	885	1036
Wdr25	2657	479
Frat2	2157	1735
AA986860	2909	5230
Slc26a10	3185	230
Sntn	1240	0
Fam167a	4235	337
Fam216b	2238	0
Rtl6	4426	472
Gtsf2	722	0
Fam43a	3075	2633
Ubxn7	10318	4812
H2-M10.4	1405	0
H2-M11	1285	0
H2-M1	1035	0
H2-M10.5	1384	0
Igfn1	8996	124
Rasal2	10046	2607
Dgkd	5694	5840
Cdnf	3013	236
Dolk	2126	1562
4933409G03Rik	1339	0
Zbtb10	7448	796
Aadacl2fm1	2789	0
Ctso	3468	1068
Isg20l2	2893	2689
Plppr4	5689	14
Gm4861	997	1
Ttc22	2538	241
Skint10	1729	20
Tmem69	2409	528
Cep104	3277	1979
Iqca1l	3160	0
Ccz1	1769	4895
Clec12a	2222	357
Crebl2	2536	2170
H2aj	1827	6892
Nlrp2	3404	0
Ppm1n	1631	56
Bloc1s3	1873	648
Lim2	872	0
Tmc3	4316	20
Gdpd4	3050	0
Vwa3a	4574	134
Fhod1	3948	5455
Atmin	4877	2247
Gm4894	2294	0
Hoatz	775	0
Fbxw19	1462	0
4932411N23Rik	3634	0
Gm4922	2355	0
Rtn4rl1	3308	653
Trarg1	3237	46
Spata31d1d	3827	0
Zfp874a	3240	244
Gapt	2055	50
Kctd12	6057	2728
Ccdc184	2329	2
Krt90	2534	2
Mb21d2	3080	570
Ranbp6	4867	1004
Mcmdc2	2553	0
Vsig8	1879	18
Lrrc8a	4254	5560
Bpnt2	6494	5442
Tmem130	2734	4
Zfp507	6690	2155
Rgma	3586	277
Triml1	1850	0
Apol10a	3033	0
Kir3dl2	1734	0
Sox21	3797	34
Klhl38	2212	276
Colgalt2	4056	138
Zscan20	5372	266
Lhfpl4	4765	10
Vmn2r57	2592	0
Ttll13	3010	36
Slc35e1	7029	5865
Elmod1	2605	19
Bpifc	2328	0
Esyt3	4491	43
Smtnl2	2624	1255
Ccdc42	1353	0
Dock5	10335	5181
Prex1	6530	1524
Slc15a5	2461	4
Vsig4	1434	458
Mettl24	1529	34
Tmem26	5052	30
Frs2	5684	3848
Spata32	1112	0
Slc25a48	1498	1749
Zfp459	3330	56
Rft1	2368	1409
Fam135b	4623	0
Apol10b	1986	44
Ep300	8749	8998
Mslnl	2628	352
Ubash3a	2953	6
Arhgef37	3234	134
Spink10	1135	0
Fam163a	3892	8
Tnn	5809	164
Ccdc187	3147	0
Gm14461	1780	2
Dcdc5	9306	0
Lcmt2	3407	1237
Sertm1	3085	0
Med12l	10245	132
Aknad1	2603	2
Tmem67	3613	622
Skint9	1372	0
Spata21	2513	5
Fhad1	4505	112
Fam185a	3082	944
Vps37b	2512	4461
Mblac1	1308	198
Sdk1	8513	116
Zfp786	2829	113
Gcfc2	3375	588
Gm5114	3047	0
Fan1	4809	669
Saxo2	2788	24
A530021J07Rik	1415	0
B4galnt4	3682	249
Zfp866	5764	1909
Hapln4	3576	154
4933402J07Rik	1023	0
Opcml	6176	0
Slc9a9	3492	359
Tgm4	2767	26
Pramel39	1848	6
Dgkk	6827	4
AV320801	3698	0
Dnaaf6b	1509	0
Mapk15	1930	163
H2-M10.2	990	8
Eef1akmt4-ece2	3436	0
Gmpr2	1544	1567
Lrrtm2	5670	89
Hyal3	1830	8
Vps26b	6873	3923
Galp	650	0
Setd1a	5931	5648
Fads6	5994	1987
Lcn10	1105	0
Rassf4	6344	1331
Mob3b	6030	938
Lsg1	2302	3860
Vps33b	2568	979
Fa2h	2492	22
4930486L24Rik	1373	134
Trp53inp2	3934	4626
Edrf1	5338	1611
Pik3ip1	2243	2043
H2ac13	448	28
H2ac15	536	16
H2ac22	475	0
H2ac24	452	8
H2ac11	472	21
H2ac8	558	62
H2ac7	535	22
H2ac6	487	42
H4c1	455	24
H4c2	450	14
H2bc7	448	8
H2bc8	464	161
H2bc9	522	50
H2bc11	461	11
H2bc13	473	0
H2bc14	483	13
H2bc15	478	8
H3c2	496	24
H3c4	504	67
H3c6	911	18
H3c10	488	1
H3c11	483	30
H4c3	375	28
H4c11	423	23
H4c12	409	32
H2ac19	596	4
H2ac21	469	14
H2bc21	2667	1087
H3c13	502	12
H3c14	664	34
H2aw	508	579
Cxcr1	1124	11
Teddm2	1654	0
Teddm1a	1415	0
Bsx	875	0
Smg5	4447	9407
Pramel7	1860	0
Klhdc1	1949	585
Hapln3	1433	29
Il22ra1	5825	2825
Il22ra2	2468	4
Abca13	16011	19
Kiss1	496	0
Scgb2b26	529	0
Brip1	6933	392
Tbce	1855	2069
Cdc23	4134	2611
Klf11	3982	1900
Lhfpl1	1819	12
Zfp369	2869	598
Dhx33	5179	2091
Prss34	1216	0
Snupn	1354	453
Zswim3	2689	264
Rraga	1611	5262
Commd10	1549	1625
Iqcg	4027	66
Cox10	2921	1184
Dhx38	4475	8930
Ano9	3012	235
Zfp74	3919	626
Tbcc	1843	1264
Slc25a31	2110	2
Spata18	1949	0
Tmem202	1256	49
Snapc1	6302	1993
Faf2	4322	6219
Wipi2	3911	6606
Vxn	3187	6
Zc3h6	4916	1729
Atp1a2	6227	7491
Arap2	7362	2069
Zfp334	5033	990
Chil6	1668	0
Acsm4	2153	2
Zfp867	3412	501
Ccdc144b	2478	0
Nanos1	3928	456
Myo1g	3307	908
Tnfrsf21	3626	7330
Abhd16a	1945	4046
Vtcn1	2622	495
Ptrh1	913	1381
Gjd3	3074	18
Tagln2	1382	36017
Vkorc1	748	2500
Imp4	2249	2513
Mrpl50	2103	2706
Nop16	1734	3229
Rnf24	5565	2058
Reep1	3799	274
Krr1	4990	2893
Cnpy4	1781	2086
Gskip	2786	1337
Samm50	3446	9122
Psmd11	1743	4879
Necab1	4922	156
Fam83g	4786	1124
Timm29	3170	2699
Fbxl2	3203	371
Cdc42se2	3138	7938
Atl1	2818	160
Klhl2	3319	4823
Uvrag	3438	1978
Sfxn5	3654	1143
Faap24	1788	324
Oaf	2388	4321
Blmh	2355	2234
Tigd5	4801	444
Ubxn8	2817	2308
Tbc1d10c	1759	185
Supt3	1494	656
Sccpdh	1922	1899
Pkn2	6207	7636
Pirt	3014	219
Oog1	1835	0
Creb3l2	3318	3535
Atcay	3693	207
B3gntl1	2851	726
Pde12	3529	1580
Clrn3	3315	58
Slc35f1	4973	12
Entpd3	3452	265
Lrrtm3	3852	36
Zfp365	4257	180
Unc45b	3552	708
Depdc1b	2530	427
Pcdh20	5237	10
Cep120	4615	2856
Eno4	2567	19
Rab3gap1	4251	3777
Yod1	3827	722
C130074G19Rik	2853	9545
Coq4	3055	726
Prrg4	2846	1049
Clca2	3988	74
Fndc10	2142	570
Slc6a1	4295	0
Dpy19l3	7671	1011
Luzp2	5274	0
Zfp592	7292	3420
Pcid2	2408	2401
Sik2	3552	1463
Plscr4	3259	1492
Aldh8a1	2243	1965
Tmem30b	3282	920
Rxfp3	4252	12
Zpld1	2589	30
Ppm1l	3954	1334
D630039A03Rik	2896	151
Tmprss11f	4277	20
Prss35	2523	441
Slc26a11	2692	796
Slc38a9	8913	1056
Gulo	2265	1927
Stk32a	3765	28
Ss18l1	4369	779
Orai2	3849	2032
Gdpgp1	3520	344
Spin4	4176	208
Plppr1	3762	0
Irf2bp1	2706	1656
Acsm5	2491	525
Timd4	2175	74
Gpr107	3926	4776
Zfp750	3243	148
Agmo	2155	463
Tmem72	3335	0
Nceh1	4394	3848
Prr18	3553	10
Rps6kc1	3995	1728
BC049715	1141	6
Nhlh2	3353	0
Scai	10704	1434
Bcorl1	6125	1764
Tmem117	2781	754
Ccbe1	5742	4783
Ppip5k1	5531	1852
Acad12	2375	434
Trim65	3050	695
Sirt5	1362	810
Gins2	1038	1150
Hs3st3a1	3933	34
Adck2	3539	722
Slc9b2	2243	64
Hadha	2716	13930
Fibcd1	4751	4
Abtb2	4558	1172
Prmt6	4227	1510
Tiparp	4154	3279
AA792892	1212	4
Zfp956	2760	645
Hepacam2	2236	26
AI467606	1918	1953
Calhm5	1786	48
Wdr92	3431	880
Pld4	1978	2212
Tmem179	2373	142
Utp15	4071	2765
Lmf2	2906	5152
Mal2	2775	1773
Hic2	6339	366
Upk1b	1769	214
Nsun3	1344	321
Afap1l1	3403	1857
Gbf1	6401	5060
Tnfrsf14	893	256
Aoc2	2535	362
Slc51b	488	31
Slc2a12	3762	128
Pdrg1	1229	1634
Atad3a	2419	4994
Reep4	1670	2724
Gars	2390	14870
Terb1	2950	1
Adgrl1	8188	1120
Tanc2	11859	969
Myo1e	4944	7710
Plekhh1	6439	2863
2610524H06Rik	945	464
Tas2r139	960	0
Tas2r136	984	0
B230219D22Rik	4652	10416
Car5b	3449	2356
Cwh43	2713	455
Slc25a29	1964	364
C1rl	3010	1395
Npm2	997	42
Prune2	12512	3713
Mustn1	1179	552
Anapc13	408	1406
Pxdn	6614	6411
Rftn1	2802	1078
Tmem64	4681	2028
Rnpepl1	3039	4459
Rars2	1868	1181
Me3	4370	479
Mtmr11	2812	5697
Gtf2h3	2664	1589
Zbed4	5374	734
Pik3c3	3212	3391
Atrnl1	6583	5205
Arhgap11a	5017	3220
Ushbp1	3549	648
Zfp599	3574	257
Fn3krp	2028	325
Hectd4	15482	6556
Pkd2l1	3321	22
Gprc5a	2071	14633
Ltv1	1768	2383
Cldn17	1172	0
Gpr151	1772	0
Nostrin	1807	1002
Eras	1077	5
Clec18a	1819	11
Dsg4	3478	0
Pof1b	3890	174
Gab3	2129	44
Cmbl	1120	827
Ckap2l	3137	1958
Shq1	3261	794
Itpkc	3238	1393
Retnlg	608	386
Gpatch11	4207	1118
Dsg1c	4088	102
Dsg1b	5952	0
Defb37	352	0
Aida	3293	4293
Ffar4	1393	857
Gpr119	2269	0
Gpr135	3128	210
Opn5	1824	0
Gpr141	3433	99
Gstp2	752	61
Cep128	4807	511
Rxfp4	1245	0
Olfr141	977	0
Wfikkn2	3392	84
Tmc4	2346	1568
Hcfc1r1	1243	2853
Fgb	1705	173000
Grm3	3536	20
Oxct2b	1753	31
Sdr16c5	1379	0
Cmtm1	1130	0
Olfr91	939	0
Fam167b	944	250
Lypd4	1095	0
Gpt	1788	5571
Gpr18	1424	52
Tafa1	3252	0
Tppp	5090	546
Spred3	4056	919
Adm2	1297	162
Rims3	6521	58
Ppp4r2	3641	3489
Gm17019	1171	24
Mypn	5246	971
Slc17a7	2940	0
Arl5a	5212	4506
Prkab2	4261	2210
Ccnb3	4554	0
Cdc42bpb	6718	17343
Ttll12	3770	5263
Thada	7896	1540
Asic4	2650	0
Raver2	3990	33
A430033K04Rik	3142	372
Defb14	330	0
Ap1s3	2876	224
Pcmtd1	5232	3264
Igf2bp2	3899	5247
Smim10l2a	3133	4
Gpr183	2942	94
Rnase9	1187	0
Plekhm1	5986	2925
Defb34	246	0
Defb38	291	0
Defb39	364	0
Defb40	378	0
Fam189a1	4754	7
Tonsl	4207	1128
Xlr4c	1223	10
Ttc29	2450	0
1700067K01Rik	1326	32
Tssk5	1514	0
Prss46	1257	0
4931429L15Rik	2037	4
Tmprss12	1349	0
4930563M21Rik	792	8
1700029I15Rik	364	32
4932414N04Rik	3643	0
Spinkl	593	0
6030498E09Rik	1184	0
4930451I11Rik	475	0
Zfp972	883	44
Spink8	679	10
Tepsin	2779	1205
Zfp729a	5207	811
Sprn	3156	66
BC003965	3023	1644
Cyp2ab1	2735	62
Tmem252	2462	254
Slc17a9	2197	492
Helz2	10109	4776
Pyroxd1	2155	694
Gm4884	2852	0
P2ry6	1917	863
Mpv17l2	955	2263
Sowaha	3618	294
C1qtnf9	1903	170
Fsd1	1748	19
Kcnv2	5077	7
Tspan18	3751	446
Abhd16b	1775	15
Lexm	1970	4
Gprin3	3116	151
Foxn3	2611	1246
Krtap13-1	750	0
Ms4a5	945	0
Foxi2	2598	0
Gsdmc3	2142	0
Marveld1	3077	4707
Serpinb9f	1908	2
Slfn5	5989	1343
Rnf182	3456	6
Gprin2	1601	0
Scd4	3072	105
Fat4	16107	408
Tafa3	4317	40
Usp24	10601	7848
Nkx6-2	1907	0
Wfdc21	438	2557
Tma7	637	2508
Defa21	419	3
Cox14	723	2722
Hamp2	437	87
Smim5	940	47
Mrm3	1492	286
Tespa1	1694	10
Defa20	425	0
Coa4	834	354
Wfdc15a	466	0
Fam24a	371	1
Tefm	1287	466
Nbeal2	8803	8814
Fam25c	367	56
Actl9	1369	30
Smco1	1398	56
Kctd2	1766	1638
Dhrs13	1744	500
Tcerg1l	2569	3
4921517D22Rik	3142	0
Cdkl1	1689	179
Krtap16-3	570	0
Nxph4	1675	18
Foxe1	2130	0
Pon2	1821	3737
Gm5111	964	0
Tmem145	2298	6
Synm	7866	945
Ctxn1	1226	2366
Snapc5	761	447
Gm5128	3836	0
Khdc1a	1950	0
Gadd45gip1	1734	1750
Duxbl1	2146	0
Klhl6	2405	1013
Tnfsf18	2064	168
Qrfp	2925	1402
Dennd4c	7792	3659
Rtl1	6358	19
Ffar1	903	0
Nlrp9b	3344	0
Foxo6	2528	38
D630045J12Rik	11100	638
Rhox3a	1048	0
Nanos2	1439	0
Arid4b	6113	5037
Onecut2	13391	19570
Slc23a3	2058	76
Tbc1d2b	5934	3666
Naif1	3173	369
Gbp6	4316	118
Bms1	4288	5463
Prr14l	10546	3347
Synrg	7110	3187
Fam160b2	4034	1711
Rnf31	3432	2212
AY358078	1461	3
Atg2a	6340	7094
Mafa	2821	54
Cdk10	1649	1622
Akap9	12105	10592
Ifnz	1462	0
Wipf2	7589	1865
Hsh2d	1225	52
Kif18b	3336	886
Cox19	761	1175
1190005I06Rik	742	19
Ccnq	1224	786
1700025G04Rik	9754	3244
Pcgf1	874	483
Tut1	2768	2276
Arl16	2023	347
Tspan15	3605	9966
Zgrf1	7048	771
Ces2g	2859	2998
1700001O22Rik	1591	58
1110008P14Rik	657	1484
Coa5	3862	6186
Ascc3	7477	2893
E430018J23Rik	2163	338
Abraxas2	2895	1953
Cep78	2549	626
Tnrc6c	8728	3172
Rcor1	5669	4775
Ranbp3l	4211	43
Iqcc	2142	528
Alkbh6	945	818
Fermt1	5255	5308
Tubgcp3	3649	4017
Setx	10970	6310
Zbtb39	5958	2268
Cachd1	4965	1288
Bst2	807	1759
Gmip	3925	2835
Exoc8	7407	2002
Fam120c	7707	1512
Slc9c1	3879	0
Morn4	1816	408
Akap6	10263	1184
Ostn	1268	0
Dagla	5634	1891
Pcdha2	5364	0
Lrrc24	1904	153
Rab35	2163	5151
Uts2b	835	0
Tmem63b	3237	12806
Ppp2r5b	2708	3945
Gmeb2	4050	2895
Szt2	10958	4016
Ces2b	3374	14
Ntf5	1963	80
Qrfpr	1801	11
Yars2	1587	1118
Zbtb40	7192	902
Lrrc4b	2719	182
Rnf133	1308	0
Tex2	4942	4101
Tmx3	4611	4778
Armh3	2896	1404
Trat1	4706	8
Enkd1	1317	656
Rbm11	2699	10
Eif5b	7797	11897
Nup188	5695	6134
Klhl17	3014	1464
Pdpr	2904	1468
Zfp273	2321	112
Crhbp	1681	6
Paqr9	8389	574
Ckmt2	1486	3816
Usp49	8253	128
Orai3	1996	1562
Eid2	1288	256
Rhox11	805	0
Map6d1	3274	12
Trim52	3529	0
Plekhg6	3019	854
Ska3	2260	592
Dcaf13	1541	2318
Them6	1488	1191
Rsl24d1	1522	2205
Igsf21	2000	2
Gxylt2	1826	81
Ap2s1	798	4753
Mex3d	3258	5074
Tspyl3	3072	112
Cct8l1	1961	14
H1f10	1062	526
Ubqlnl	2298	0
Xxylt1	3111	1727
Vstm2l	1363	21
1810024B03Rik	1266	42
Zc3h4	6051	4965
Trim67	8808	18
Gm5134	2836	0
1700016K19Rik	921	2
Tbc1d22b	3491	1431
Slc22a20	1897	2
Hjurp	8439	434
Iars2	3560	8981
Nsl1	2973	450
4921509C19Rik	2682	0
Gm5148	1215	891
Nr1h5	2835	0
Stpg2	2818	6
Ccdc180	5081	34
Oog2	1929	0
Aadacl4fm1	1406	0
Pramel32	1828	0
Tbc1d2	4305	3478
A330070K13Rik	633	0
Gm9758	1155	0
Pramel37	1594	0
4930590J08Rik	3395	2
Prb1	1621	0
Fbxw26	1824	0
Fdxacb1	1978	446
BC061237	899	0
Serpinb3b	1632	0
Mrpl48	4965	1347
Ctf2	900	7
Lrrc75b	4601	32
Dbpht2	2995	10
B4galnt3	6356	658
Scx	1136	1539
Zbtb12	1835	1059
Ssxb3	823	0
Uggt1	9029	8444
Smgc	2977	0
Jpt2	2606	5745
Nox3	1792	0
Tfap2e	2117	8
Vmn2r43	2846	0
Cox11	2259	601
Phf11d	2686	110
Stard8	4963	974
Dpp10	4630	0
Shc4	4820	214
Zbtb26	5318	801
Zfp335	4570	4598
Zfp395	4229	4976
Cep135	5539	1235
Tsen2	1801	785
Clec2m	1566	0
Alg8	2001	883
Fbxw15	1495	6
Thap1	2267	582
Gpr6	1791	0
Ssx9	604	0
Ssxb10	877	0
Slitrk1	4251	22
Ssxb9	877	0
Defb50	373	0
Foxk1	7446	5404
Znrf2	2610	2416
BC051665	1348	0
Ppp1r37	2971	3834
Lypd10	1172	0
Tas2r102	1044	0
Tas2r107	1032	0
Tas2r110	1002	0
Tas2r130	939	0
Ifnk	820	0
Tas2r134	897	0
Tas2r135	966	6
Rbfa	1339	1427
Hdac10	2705	1396
Tmem199	1343	1094
Fam171a2	3099	902
Cd300ld3	800	0
Lman1l	1737	6
Rtn4rl2	1263	331
Kcnk12	1952	12
Unc93a	2643	15
Tpte	2549	4
Mtg1	1595	889
Bpifb6	1667	0
Zfp341	3224	196
Wdtc1	4175	3678
Mast3	5334	6169
Zdhhc19	1310	0
Ccdc32	1870	926
Clec4a1	1558	270
Cep162	5295	729
Ssxb5	602	0
Dot1l	6811	4615
Gal3st2	2846	128
S100a7a	741	1288
Rrp12	4320	3434
Zhx2	4374	1268
Mms22l	4718	656
Rtl3	2843	20
Cdh24	2728	482
Prss43	1992	0
Col8a2	4331	246
Mettl7a2	1779	3
Lrrc47	3395	2634
Dand5	1680	205
Rhox4e	977	0
Pcdha8	5242	0
Krt9	2580	0
Eif4ebp3	1151	1654
Oog3	1854	0
Slc6a7	3343	1
Ctif	6176	1745
Lyrm4	1515	529
Ccdc68	1525	2209
Serpinb3c	1659	0
Gpr176	3911	401
Xkr8	4238	342
Wee2	2886	0
Prmt8	2456	0
Ccdc84	1269	623
Trim56	3637	1594
Kash5	2210	2
Serpinb3d	1164	0
Pigs	2488	3974
Ugt1a6b	2293	498
Flrt1	5862	94
Flrt2	7097	1360
Map4k5	4454	4651
Sly	917	0
Kcnf1	4789	576
Myo5b	6647	6799
H2-M10.3	1592	0
Zfp652	2665	1103
Neil2	1914	104
H2-M10.6	1405	0
Prlhr	1572	0
Chd8	8489	7768
Mettl14	2625	1966
Ugt1a10	3242	6
Ugt1a7c	3294	1194
Ugt1a5	3208	58
Ugt1a9	3216	53
Ugt1a1	3229	2180
Dhx37	4141	2640
Cxcl3	1018	1242
Tcaf3	3110	5
Vmn1r183	918	0
Mrgprd	3117	4
Chrm2	2036	520
Mrgprg	1821	52
Rwdd4a	2952	2111
Eddm3b	1393	0
Gm5136	1117	0
Crh	1320	0
Chrm5	1746	0
Mrgprb4	966	0
Mrgprb1	4185	18
Tlr11	3207	0
Tlr13	4014	1118
Omt2b	735	0
Tlr12	3174	84
Gfral	2080	0
Churc1	674	1550
Cd200r2	1750	1
Cyp2c54	1772	920
Olfr128	927	0
Olfr10	936	0
Olfr153	924	0
Ifna16	570	0
Vmn1r178	915	0
Vmn1r180	970	0
Ifna15	573	0
Ifna6	757	0
Vmn1r177	930	0
Olfr12	1121	0
Olfr6	951	0
Olfr3	942	0
Jtb	1103	2744
Arl9	402	4
Gpr152	3924	8
Ifna14	570	0
Macroh2a2	1910	131
Olfr773	936	0
Tas2r104	909	0
Tas2r106	927	0
Tas2r109	951	0
Tas2r113	930	0
Tas2r114	930	0
Tas2r115	933	0
Tas2r117	993	0
Tas2r118	900	0
Tas2r120	888	0
Tas2r121	918	0
Tas2r123	1002	0
Tas2r124	930	0
Tas2r125	936	0
Tas2r126	927	0
Tas2r129	963	0
Tas2r131	933	0
H2-Ab1	1193	5222
Cebpe	1238	28
Olfr1471	945	0
Olfr741	1144	0
Olfr1061	942	0
Olfr1084	954	0
Olfr1349	954	0
Olfr417	930	0
Olfr149	936	0
Olfr936	936	0
Olfr1212	936	0
Olfr955	945	0
Olfr1036	1015	0
Olfr594	936	0
Olfr645	948	0
Olfr845	942	0
Olfr670	939	0
Olfr813	933	0
Olfr1010	1050	0
Olfr1313	938	0
Olfr1308	963	0
Olfr1338	942	0
Olfr325	1041	0
Olfr1102	1063	0
Olfr117	954	0
Olfr747	955	0
Olfr1333	954	0
Olfr427	949	0
Olfr814	933	0
Olfr519	945	0
Dnph1	1106	592
Gm20738	1210	0
Olfr239	948	0
Tes	2442	13501
Olfr8	933	0
Ccdc120	3641	3010
Prr36	4616	94
Ninl	5093	1610
Igsf3	7330	5471
Lpcat4	1902	3783
Mrps26	962	2448
Clca4a	2998	56
Sec24b	5128	7849
Dyrk4	2073	22
Wtip	1955	961
Exoc5	4659	4859
Mycbp2	15233	10107
Ugt3a1	2248	31
Acap3	4312	2602
Olfr384	939	0
Hdac4	8100	2022
Olfr1373	936	4
Plac9a	451	0
Olfr320	921	0
Arl5c	1561	140
C1ql2	2000	0
Olfr358	993	0
Olfr1283	918	0
Man1c1	4715	1621
Gtf3c1	6869	5975
Olfr1320	960	0
Npc1l1	4571	26
Cd200r4	1700	113
Zfp870	5296	557
Pglyrp3	1109	0
4930433I11Rik	2022	0
Olfr684	939	0
Olfr1371	936	0
Olfr1286	918	0
Ankrd34c	2475	0
Kcnk18	3032	0
Scgb2b2	512	0
Tmsb15l	821	0
Ccdc87	3163	10
Ptprh	4020	83
Tdpoz3	1098	0
Tdpoz4	1113	8
Tdpoz5	1023	0
Tigd4	3459	30
Ccdc121	1819	0
Mettl21e	3181	0
Cercam	2715	638
Get1	2502	1770
Rpl23a	559	24601
Tex13c3	876	0
Opa3	2260	2347
Lypd9	598	0
Agr3	819	0
Dbx2	2271	10
Mrgprb3	939	90
Mrgprb5	969	0
Mrgprb8	1123	0
Mrgprx1	1180	0
Zfp81	2253	347
Vmn1r59	933	0
Vmn1r64	963	0
Vmn1r179	972	0
Vmn1r181	1088	0
Vmn1r93	966	0
Vmn1r174	942	0
Olfr192	1056	0
Olfr199	927	0
Olfr209	918	0
Olfr250	996	0
Olfr251	951	0
Olfr257	960	0
Olfr372	1016	0
Olfr592	939	0
Olfr681	948	0
Olfr750	1132	0
Olfr776	939	0
Olfr924	927	0
Olfr1040	942	0
Olfr1051	927	0
Olfr1057	948	0
Olfr1113	981	0
Olfr1173	939	0
Olfr1198	927	0
Olfr1252	945	0
Olfr1355	1148	0
Olfr1535	981	0
Olfr1380	936	0
Olfr1383	936	0
Olfr1480	948	0
Brinp2	4101	0
V1rd18	1157	0
V1rd19	918	0
Olfr774	939	0
Olfr553	981	0
Olfr403	942	0
Olfr1321	960	0
Olfr1118	996	0
Yipf6	5194	2694
Fndc3a	6136	5443
5031410I06Rik	2947	0
Defa22	419	0
Hook3	12836	5960
Olfr151	1085	0
Olfr1537	945	0
Olfr100	927	0
Olfr1082	990	0
Dedd2	1828	1775
Ccnl2	2442	9690
Olfr322	984	0
Olfr220	978	0
Olfr224	1915	0
Olfr1335	1008	0
Olfr301	1209	0
Poglut3	3644	1695
Rxfp1	5539	0
Krt42	1627	4
Krt73	2186	1
Krt78	3434	93
Septin5	2127	1164
A530032D15Rik	1760	8
Olfr118	966	0
Amer3	4356	0
Krt72	2013	0
Krt39	3193	20
Snord32a	81	40
Snord35a	89	48
Snord35b	86	29
Tyms-ps	1347	2
Snord33	82	11
Rmrp	275	272
Kcnq1ot1	83437	561
G6bos	1160	0
Xist	17918	14124
Terc	397	22
Speer6-ps1	979	0
Speer5-ps1	1522	52
Speer9-ps1	775	2
Speer8-ps1	1121	0
Speer4cos	1083	0
Rpph1	325	288
E530001F21Rik	1128	0
Snord15a	148	0
Snord15b	145	19
Tug1	6781	4241
Ndufs5-ps	500	105
Nctc1	2106	41
Snord34	66	45
Gm5424	1552	0
Gm13363	2784	0
Gm7334	1358	0
Npm3-ps1	945	66
Dlx6os2	1354	0
Rnu3a	212	6
Tsix	4306	0
Gnasas1	2248	80
Malat1	6983	97504
6430411K18Rik	1315	0
8430431K14Rik	2854	12
Snord82	68	0
Airn	2188	351
Dlx1as	2793	0
Igf2os	4791	5
Psg-ps1	1922	0
Gm4956	1148	15
Olfr75-ps1	1281	0
Serpina4-ps1	1353	1581
Gm5088	3224	326
Emx2os	5023	0
Peg13	4723	1726
Rnu11	108	0
Dio3os	1279	415
Pax6os1	1464	0
Gm5476	402	0
Gm5477	717	0
Dnm3os	7928	455
Vax2os	3208	0
Gm6042	282	0
Has2os	485	3
Ubb-ps	703	4306
Defa-ps12	168	0
Defb44-ps	222	0
Gm21944	192	0
Defa-ps13	204	0
Gm5643	1734	0
Gm10052	1388	0
Smarca5-ps	3752	18
Gm5801	1189	26
Gm12070	1646	16
Gm5512	1748	0
Gm26504	90	0
Snhg1	476	2695
Snora64	117	158
Snora65	118	338
Snora70	129	69
Snora69	122	12
Snora68	98	92
Snora62	128	12
Snord61	62	0
Snora74a	198	11
Gm1943	1109	16
