Geneid	Length	genome_mapping/High_6556c4.rep7.RNAseq.mm10.sorted.bam
Mfsd2b	3125	52
Rnf207	2479	121
Pusl1	1226	557
Mageb4	2401	0
Adgrf2	3283	7
Zfp213	2674	336
Gramd2	4156	299
Sh2d1b2	399	0
Wdr72	5218	250
Kcnk6	4089	330
Usp36	5609	2357
AW146154	3411	138
Klhl32	7136	10
AW554918	5351	374
Ccdc102a	2304	877
Layn	1786	467
Tnfaip8l3	2225	4
Rfx7	8000	1117
Pgap3	2424	450
Bex6	983	0
Gm5127	1809	4
Slc47a2	2377	0
Il20rb	2478	225
Ccdc185	2055	0
Dnaaf3	2236	95
Lrrc8b	6731	1807
Zdhhc6	2373	2476
Acsl6	3074	84
Acsl4	5280	4267
Acsl3	3950	1743
Myot	2213	401
2310061I04Rik	1240	1021
Ifitm6	541	62
Slc2a13	6541	50
Zyg11b	10654	2628
Prex2	11187	1686
Crxos	2967	0
Pus10	4768	733
Dnah1	12872	62
Fbxw10	3282	45
Evi2a	2296	287
Mef2a	5843	4400
Cemip2	6702	2805
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	126
Pin1rt1	1083	7
B020031M17Rik	925	0
Gm904	649	0
Ube2u	1517	3
Trim80	1932	12
Vrtn	3608	0
Gm5544	891	16
I830077J02Rik	1066	60
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	1
Smim9	703	0
Gm5820	2187	9
Pramel17	1975	2
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	59
Zfp872	2960	22
4930432M17Rik	1127	0
9130409I23Rik	1898	42
Zfp551	2335	77
Cpne8	3715	1152
Rps27a	821	13959
Smagp	1463	578
Ak8	1570	31
Ctrc	957	0
Kcnk9	7762	0
Adamts17	6029	10
Vmn2r66	2556	0
Tubal3	3096	6
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	3027
Treml4	1745	44
Thnsl2	2086	310
Calca	1513	4
Rabgap1	6972	2927
Ube3a	9208	2733
Ak2	3339	3093
9230019H11Rik	2801	0
H2-Eb2	3380	29
Ldlrad2	1828	4
Cibar2	1189	6
Hbq1b	748	1
7420426K07Rik	1504	0
Ncoa4	4193	3574
Asic2	3791	1
Il17re	2751	411
Limk2	5080	2427
1700024G13Rik	398	0
Ccdc160	1536	4
Rufy4	2336	46
Ppp2r1b	5431	1695
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	2
Gm5800	851	0
Shank1	7596	10
Ank2	15094	455
Retreg1	3859	6796
Btg1c	1194	0
Armc2	4865	75
Gm4841	2838	8
Tdpoz8	2142	0
Erich1	1579	491
Tlcd5	3575	270
Gm4907	1310	0
Pnldc1	1689	26
Pm20d2	5573	244
Mrgprx2	4559	4
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	358
Bpifb4	2115	184
Ccdc24	1281	40
Dnaic2	2867	10
Gm5460	1903	0
Kbtbd6	2982	22
Pnpla1	4483	0
Zfp936	3110	0
Foxr2	3208	0
Zfr2	3341	55
Tmem92	2187	0
Ms4a15	1713	2
Catspere2	4710	7
Zfp345	2706	0
Mansc4	1123	0
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	10
Zc3h12b	6483	24
Gm6034	1633	6
Defb42	614	1
Sorbs1	6791	5029
Golm1	3693	11826
Setd6	1672	842
Xpo1	5144	4036
St3gal5	2453	2851
Zfp748	4615	298
Trpm3	17374	80
Zcchc18	4997	24
AU040320	5317	2294
Pakap	15769	4446
Ap2b1	5409	8099
Nrbf2	1789	555
Atp2b2	9554	6
B3gnt8	1867	119
Nacc2	7016	1512
Cacnb4	8682	10
Musk	3666	14
Ccne2	3220	111
Agap1	9581	4767
Pinlyp	730	0
Gm4925	1561	12
Samt2	893	0
Psg27	1942	0
Tomm40l	2920	1308
Nfatc2	8371	657
Samd4	7537	1451
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	352
Piezo1	8219	7477
Fbxo40	5494	621
Cstf3	5190	1013
Slc41a3	2657	368
Defb28	397	0
Prok2	1513	7
Oosp2	673	0
Zfp1	1998	1176
Zfp27	3852	377
Rusc2	5562	3057
Cgn	5005	5388
Kcnh6	4438	0
Xaf1	2598	289
Gm10439	1803	0
Slc38a6	2959	358
Btla	3235	30
Adam15	3007	3561
Adcy7	6330	1922
Fam117b	5534	2401
Creb1	8421	1530
Arhgap25	4263	268
Arhgef10	5528	1620
Arnt	4369	3513
Strip2	5369	366
Gpx4	1465	9807
Tyw5	1438	281
Timm8a2	915	0
Zfp791	2940	306
Prps1l3	4006	1704
Card9	1871	307
Gm20736	831	0
Slc22a14	2200	0
Defb48	445	2
Defb45	388	0
Baiap2	3610	6552
Brms1l	2567	749
Washc1	2986	1865
Btrc	6476	1100
Sgk3	5620	367
Capzb	1898	11115
Zdhhc12	1194	1275
Rai1	7507	3834
Cd209b	2112	34
Cd6	3034	52
Cdh3	4037	2592
Spn	4695	231
Krtap5-5	1177	0
Cklf	2258	175
Nat8f3	1839	1
Cnot2	3768	2298
Csf1r	3875	5500
Col28a1	4230	107
Tcf25	3318	13865
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	21
Ccdc107	814	973
Mcidas	2354	0
Ripply1	679	5
Ccdc17	2003	93
Gm6377	2801	90
Lipt1	2266	123
Gm6460	821	0
Cks1brt	2397	0
Lekr1	4276	101
BC147527	1657	6
Zfp987	2833	0
Wdr93	2497	1
Gm11992	2400	22
Gm14092	1814	0
Gm11437	1229	9
Defb23	624	0
Deptor	8674	4467
Dhrs4	1658	1273
Dnajb6	5133	2438
Dusp22	3058	419
Dyrk1b	2635	659
Edil3	5358	110
Fer	3627	812
Dbi	745	2665
Kat2a	3243	1697
Gnpda2	2556	602
Grk6	3765	3372
Anapc11	3495	1322
Banf1	1209	3282
Ctsa	3626	10037
Arsi	2764	84
Esp1	1049	0
Adar	6206	3023
Usp14	4360	3102
Cldn19	4236	6
Glrx2	3730	648
Marveld2	3382	1013
Clec5a	3820	198
Kcnh1	7239	44
Txnl4a	5714	1202
Mapt	5380	271
Dach1	5448	55
Olfm1	3428	425
Dmrtc1a	1382	0
Dnm3	7523	55
Rabgap1l	9489	1299
Ric3	6492	18
Sertad2	6199	2135
Smurf1	5333	5721
Stk35	6193	1471
Gng2	4012	395
Slx4ip	5854	282
Ets1	5367	3981
Slco3a1	5368	1836
Zfp953	4641	101
Slc16a3	2577	3472
Gng7	3495	90
Faim2	4668	12
Slc7a15	2993	20
Mapk1	5700	6690
Gngt2	850	154
Obox7	1264	0
Kdm3a	5072	4395
Rnpc3	3888	1040
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	50
Fnbp1	5619	1773
Gabrb3	5698	44
Gpr146	6608	1861
Cdc42se1	3200	5867
Tmod2	10258	82
P2rx7	6448	727
Rcsd1	2670	805
Rnf38	5982	2545
Gm4787	2496	16
Try10	890	0
Gm5771	824	0
Svbp	980	597
Atp8a1	8250	1988
Kif5a	7006	96
Nhlrc4	2141	6
Kctd21	2973	160
Klk13	1033	0
Pigc	3301	568
Trim58	2192	0
Trim63	2207	1649
Cox8c	476	0
Pkib	6039	45
Kcnj15	5465	124
Klhl15	5256	172
Ldb3	6015	2707
Plpbp	4710	2729
Prkcz	4718	476
Rbms2	5609	2444
Mier1	5031	1834
Mrpl1	4188	798
Rapgef1	6347	6688
Seh1l	4121	3752
Sel1l	6300	6361
Skil	7066	4910
Tom1l2	6248	3466
Negr1	5939	0
Glt6d1	1091	0
Rasa4	2915	584
Trpm1	6835	18
Kcnrg	1832	4
Ddhd1	5222	1000
Acsbg2	2608	0
Zkscan4	2456	17
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	0
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	4
Asb1	6072	689
Tas2r122	930	0
Hnrnpa1	2190	452
Scoc	2082	662
Camk2g	3768	1468
Nlrp5	3542	0
Morf4l1	1983	6993
Cd226	2487	2
Cd44	5653	18314
Tctn1	4079	709
Cdh8	5273	0
Ube2j2	3622	1863
Gvin1	9039	0
Clip2	4998	2502
Eif4e2	5010	2682
Dok6	10112	59
Elovl1	1940	2634
Bicd2	6352	3970
Npr3	7332	256
Cep350	13307	2491
Ceacam1	3736	1344
Rreb1	13622	3194
Fars2	1896	916
Gmfg	2451	290
Aifm2	3467	1678
Gria2	11279	6
Zfhx2	8724	354
Emc1	6237	2511
Hdhd2	3706	1053
Zfp982	4585	33
Mex3c	4080	3381
Spink14	566	0
Gal3st2c	4063	2
AI429214	1959	62
Gm14137	3060	946
Gm6583	2261	2
Zfp951	4406	217
Dcpp2	611	0
Zfp808	3114	70
Gm7073	1553	0
Marchf10	3621	0
Erich4	872	0
Tmem267	2773	325
Kcnd3	7666	92
Nolc1	3665	5064
Tsc2	6427	4710
Mobp	6489	0
Polr2k	626	222
Slc22a15	6638	661
Mtcp1	1635	110
Pde4dip	12941	17088
Vgf	2553	58
Nsmf	2939	3917
Wdr37	8000	926
Pkig	1426	1389
Tmsb10	943	9059
Rab43	4881	3241
Trim46	3553	1439
Kif21b	9297	1821
Tcerg1	4554	4390
Lrif1	3776	922
Klhl20	4037	1010
Tmco1	4474	2456
Kcnj10	5407	62
Piezo2	10724	2032
Plekhm3	8562	739
Catsperz	781	6
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	529
Pnkd	3500	940
Ivns1abp	5049	12600
Dhps	1332	1326
Arl4a	3807	1344
Gtf2a2	1325	1055
Dnm2	4021	5519
Rrn3	3598	2320
Leo1	2192	1396
Parp14	7251	825
Zfp784	2146	155
Pdxdc1	4507	5889
Pstk	1398	326
Pigl	4566	434
Lif	4339	893
Mlf1	1161	274
Mup3	944	44
Myh2	6083	1646
Myo6	7868	4301
Cnnm3	5291	1257
Ermard	2927	317
4930467E23Rik	2589	0
Angptl7	2062	89
Cyp2c68	1769	108
Rad54b	7051	111
Mroh8	3462	2
Smco3	2052	0
Gcnt7	2220	18
Ankrd37	904	538
Defb30	1002	0
Evi5l	5522	734
Abca3	6479	6655
Glyctk	4226	1540
Spata46	755	23
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	1873
Asphd1	1252	17
Gbp10	3528	51
Gbp11	2712	48
Gm20767	1427	0
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	780
Tesmin	3909	77
Krt40	2132	0
Iffo1	3039	416
Slc39a2	2334	70
Slc30a2	3400	0
Urad	766	322
Mks1	2499	285
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	2950
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	70
Il1rn	2691	3276
Coq10b	1733	1071
Tmem120b	1860	195
Fdx2	959	53
Strn4	3535	3465
Smok3b	2331	0
Map2	10022	347
Asxl1	6983	4263
Zfp606	6424	392
Ahnak	18792	91302
Zfp869	3861	1429
Rnf213	16751	3595
Sco1	4280	553
Defb41	745	0
Spint5	443	0
Nynrin	7413	233
Sytl2	9029	1131
Rhox3f	833	0
Aak1	15555	3054
Arap1	6354	2325
Tmem141	1055	370
Eif4g2	7760	28280
Pdzd9	1615	4
Ddx17	7071	16276
Nadk2	4066	1496
Selenot	3570	7607
Filip1l	4044	1612
Setd1b	8858	1941
Larp1b	3773	1423
Tet2	9205	2799
Flot2	2866	5470
Thsd4	9030	2424
Rtl9	4142	0
Tacc3	2670	2117
Shroom4	8708	568
Peg10	6666	82
C1qtnf5	4275	0
Cdkn2a	1136	7562
Gm5169	886	0
Clmn	12098	1897
Med15	3618	5459
Hsd3b7	1823	2905
Zfp692	1949	574
Rspo4	2371	1
Rap1gds1	3674	3479
Ung	2097	344
Slc6a18	4405	0
Uevld	4607	874
Nlrp1b	6143	90
Mtmr7	3446	462
BC051019	1942	4
Pex10	1647	227
P3h1	3417	1651
Cabyr	2125	36
Kntc1	6961	821
Zhx1	5231	1301
Snca	1471	56
Golga7	2031	2907
Tmem183a	3340	3400
Dlgap4	5886	3450
Hvcn1	2959	155
Anapc5	2761	11981
Rabl3	2022	466
Fam133b	2302	1446
Pitx2	2796	12
Trim71	5192	2
Txnrd1	4019	10771
Blm	4946	356
Cacna1b	9776	71
Capg	1917	12683
Akap1	4027	2829
Akap4	2998	0
Rpf2	1890	451
Map2k7	3731	3299
Apaf1	6557	1574
Wsb1	3358	3140
Cd63	1211	13676
Arrdc3	4215	2366
Arrdc4	3955	1262
Hbs1l	7240	1624
Cd74	1415	10622
Sstr2	2148	50
Ryk	3267	3281
Nlrp9c	3277	0
Selenop	2218	37729
Htra3	3451	1383
Cadps	5541	72
Dhx15	3755	6882
Phc1	3946	1381
Lcn5	1176	0
Clk1	3088	3760
Nusap1	2960	1044
Oip5	1557	176
Tbc1d17	2601	1807
Fzd5	6914	1890
Smad7	4441	2570
Mterf1b	1368	41
Gpcpd1	5074	2291
Fancc	4591	301
Rbpms	2812	4461
Syne3	5548	676
Ilf3	5100	2824
Prss57	2693	2
Amy2a5	1577	0
Ankdd1b	3478	107
Drc7	2832	0
Calcr	3906	0
Pcdh8	4003	0
Rarg	3399	2085
Mast2	5769	5604
Neo1	7386	4395
Slc22a18	1582	1180
Proc	1710	2393
Sema3b	4262	874
Dntt	2130	2
Cd22	4421	135
Eml1	5290	2734
Rorb	9453	72
Map6	6115	922
Cacna1i	9794	4
Rad17	3054	789
Hhipl1	2605	330
Prok1	4074	32
Ubtf	6131	6999
Timp1	890	3746
Zfx	7302	2043
Clpx	2886	2327
Zfp2	3187	73
Zscan21	2321	812
Zfp41	3743	229
Abcc9	7538	2290
Slc7a2	7857	8274
Cacnb3	3015	3006
Gcdh	2177	2885
Zfp68	4731	1546
Banf2	528	0
Hsd11b1	1445	1570
Rbak	3480	737
Mapk1ip1	1524	456
Mef2b	1329	0
Zfp180	4027	921
Mfge8	2126	9231
Raph1	9117	2502
Akna	5481	500
Synj1	7229	1605
Proca1	1766	16
Fam83b	6472	194
Clint1	3447	5955
Prss38	1239	0
Bahd1	4428	2036
Cep126	3984	107
Cyb5d1	3201	994
Scimp	1055	91
Hsf5	4158	8
Fkbp15	4390	2009
Morc3	4179	2770
Ccnjl	2709	40
Spata22	1274	10
Prl2c1	855	0
Marchf4	4782	48
Serpinb6e	1494	0
Zzef1	11150	4505
Xlr5a	1650	0
Gm12185	5287	26
Gm12253	1356	0
Heatr9	1856	2
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	709
Wfdc15b	574	0
Tulp2	2551	13
Pick1	2186	1202
Zfp952	3008	239
Rbm15	3270	682
Nelfe	1610	1433
Mink1	4997	5661
Snrpa	1570	1875
Net1	4284	6680
Dph3	3393	1231
Pard6a	1437	177
Ttc21b	4470	858
1110017D15Rik	1290	14
Agtpbp1	9610	1694
Dusp16	5112	2505
Rpl38	488	5919
Idnk	1511	304
Hnrnpab	2545	13431
Bdnf	6714	382
Mon1b	5170	989
Syce1l	901	1
Azi2	6703	1723
Zgpat	2511	1355
Nfyc	2684	920
Adam28	4894	242
Cerkl	1759	69
Jak2	5067	4160
Ghr	4518	1716
Ccl27a	3241	80
Agbl4	3387	0
Agbl5	4967	734
Krtap4-1	1011	0
Zfp455	2712	26
Gypc	2182	289
Med14	7361	2200
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	1288
Smim15	1864	2952
Tnpo1	5519	6440
Usp33	4191	2850
Gm9733	618	27
Lyrm9	5053	200
Cbx5	9022	6621
Serpinb6d	1467	0
Zfp874b	3772	216
Bsg	1752	31977
Fcgr2b	1546	3341
Abi1	3746	6104
Hs6st2	4861	488
Odr4	3273	1183
Ap2a1	3443	3450
Hnrnpd	6811	4419
Plin5	2039	417
Gsta3	1610	3367
Nexmif	10961	601
Git2	5187	3296
Fhl1	2962	2722
Ptbp1	3108	17497
Tsc22d3	3248	10021
Ldb2	2934	149
Nrp2	8122	4124
Gimap8	3700	161
Gba	2182	2731
Sbpl	876	0
A4gnt	2757	0
Cntnap5a	10966	4
Evi2b	3529	0
Scn8a	11432	330
Gnas	8190	32976
Tnfrsf9	2221	445
Slc1a2	12062	400
Nme2	1168	13005
Tsks	1859	0
Shroom3	7618	3433
Ints14	3215	1149
Nkx2-2	2448	2
Dcpp3	610	0
Pigw	2735	315
Prmt2	2200	1854
Urgcp	5858	2541
Ccdc173	1731	49
Lrba	11507	3357
Dysf	7068	940
Hdac5	4426	3329
Fmnl1	3873	3339
Ptpn6	2430	1466
Shprh	9289	1254
Slc39a7	2393	7090
Stag2	6425	4569
Sdhaf3	550	130
Srsf1	5560	6190
Henmt1	2131	27
Tmem134	1517	3016
Zbtb33	5122	1073
Syne1	31327	2743
Slc12a1	4740	10
Srsf5	1660	12027
Glyr1	3772	4782
Tcf7l1	2882	219
Hnrnph3	2254	464
Trim33	8870	3930
Gpc6	6780	486
Adgrg2	4723	5461
Paip1	4717	2445
Ces2f	1823	8
Hoxb3	3721	78
Brdt	5025	42
Spam1	2142	0
Bcl11b	7923	142
Repin1	3146	1204
Fgfr1	5025	2147
Ccdc154	2407	5
Gm5347	2564	0
Trim72	2472	865
Defa26	387	0
Med1	7589	2238
Casp8	2893	1877
Rnps1	2294	2312
Tmpo	6780	6995
Cenpm	1328	731
Ripor2	7369	1026
Clta	1809	5519
Srsf10	5511	2688
Mark2	5101	5169
Usp6nl	4953	2595
Hdx	4261	6
Wfdc8	3580	2
Gsg1	1486	78
Vamp1	3154	236
Btaf1	8509	2623
Ripor3	3582	121
4930402F06Rik	1371	0
Sdr16c6	1180	0
Pjvk	1217	4
Zpld2	2338	0
Vamp5	1648	1282
Grk4	4634	76
Gtf2i	4701	8342
Ambra1	5290	2169
Zzz3	7796	3912
Uhrf1bp1	8567	1638
Prdm13	3174	0
Pdpk1	7236	3593
Myo1c	5899	17135
Gm1123	1337	7
1700029F12Rik	1183	0
Ret	7341	215
1700029H14Rik	1432	0
Ash2l	3525	3608
G3bp2	4923	6219
Aff1	8496	4816
Bicdl1	4251	1793
Cps1	5562	32163
Bpifa6	1572	0
Cib3	646	63
Rab11fip1	7965	2335
Fat3	18676	2
Gipr	1792	81
Chil5	1590	0
Cdc14a	4846	751
Arid1a	8939	5672
Cass4	3856	126
Znrf3	7659	852
Rapgefl1	4163	70
Lrp8	8155	1340
Rbpj	5953	2843
Cdr2l	3700	865
Atxn1l	7570	3076
Med13	10540	2228
Foxk2	5036	2694
Slc16a5	3295	389
Angptl8	865	141
Zfp429	2032	126
Bsph2	530	0
Zdhhc22	3680	4
Atp8b4	5766	141
Ttc5	3661	1458
Plpp4	1088	0
Sp2	3400	797
Aurkc	1438	4
Tmsb15b2	681	1
Golga2	4361	5796
Thg1l	3968	468
Tubb1	2004	20
Vmn1r194	891	0
Sri	2537	6463
Rsbn1l	5554	1315
Tead4	3076	731
Ddx23	2814	5160
Ddias	3473	126
Trmt2a	3684	1899
Brca2	11133	913
Etl4	8041	3815
Zfp382	7960	336
Parp8	7083	1391
Olfr367-ps	1103	0
Srgap2	8040	2484
Zc3h7b	5699	4590
Unc79	8870	2
Gm12657	978	30
Adamts6	7091	630
Zfp780b	5511	208
D430042O09Rik	6195	1122
Cacna1s	6350	273
Maats1	2765	4
Kcnt2	8280	96
Sipa1l3	7713	3941
Tmem243	988	366
Sbf1	6268	7228
Gm8909	1357	43
Pde11a	8457	24
Fbxo11	5518	2280
Nav3	10132	307
Srgap1	7821	1498
Btbd16	3436	0
Dock9	12560	4100
Coq10a	2507	640
Vps51	2631	2356
Ptpn23	5336	3340
Mylk2	2948	227
Kansl1	5872	2921
Efcab3	1744	14
Cnksr1	2467	889
Slc25a18	1367	17
Pard3b	8392	525
D130043K22Rik	5146	16
Nhs	5382	20
Qrsl1	1970	292
Trappc10	6353	3365
Xpot	6005	4531
Tecpr2	7942	1090
Cdk13	7081	2995
Mcur1	4356	2087
Slc9a3	5969	0
Bdp1	9921	1712
Ccno	1876	8
Prss55	1138	6
Pdzd2	11482	515
Zfp707	2010	543
Dennd3	5427	877
A1bg	1823	0
Ltn1	7737	2965
Rgs11	2027	301
Pdia2	1721	10
Lclat1	4474	1331
Slc27a6	2598	386
Cep76	4431	603
A1cf	6735	701
Fra10ac1	1611	404
Gucy2g	4045	12
Cwf19l1	5756	738
Lct	6174	18
Ogfrl1	4873	376
Phf3	7561	4371
Gls	7487	4418
Alpi	2337	257
Armc3	3016	0
Cubn	11325	132
Sapcd2	3407	626
Ppig	6297	3742
Klhl41	2538	548
Lrp2	15429	1369
Gpat2	2628	8
Esf1	3392	1434
Cep152	5768	590
Taf4	4422	2114
Arfip1	2986	2637
Znhit6	2813	698
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	24
Zfp362	2882	836
Aunip	1270	174
Morn1	3133	119
Uvssa	7326	1420
Nsd2	12796	5040
Stim2	4934	2898
Chrna9	2003	3
Rhoh	5384	136
Cytl1	974	14
Helq	3688	466
Lamtor4	877	1037
Lmtk2	8193	3658
Cd8a	3130	24
Tmf1	6781	2368
Ankrd26	6983	570
Ipo8	5359	3789
Clip3	3358	231
Nccrp1	1356	10
Arhgef17	10250	3478
Mki67	10075	5241
Phrf1	5374	3143
Abhd13	5180	1685
Fam89a	1372	33
Jhy	3974	6
Cep63	2696	626
Arhgap36	3217	4
Map7d2	4121	0
Gli2	6708	118
Gpr161	7024	352
Adamts14	5169	342
Mtr	4484	715
Cntnap3	4868	2
Ogdhl	3723	580
Dhtkd1	3535	671
Upf2	5174	2068
Kif16b	5478	1386
Kcng1	4216	6
Prrg3	6086	124
Awat1	1395	0
Sis	5953	0
Ankrd35	4058	210
Kcna10	1826	0
Gabbr2	5578	85
Kcnq4	4070	158
Gnat3	1174	0
Zfp518b	6882	352
Tigd2	3007	382
Prickle2	8676	268
Oxtr	4586	2
Cyp2b23	2182	0
Kat6a	9116	3823
Lonrf1	3775	559
Gan	3454	785
Npat	7347	991
Unc13c	8865	168
Marf1	7765	3180
Rap1gap	3965	4325
Trnp1	1654	85
Lmod3	2215	82
Cluh	5486	6796
S100z	300	0
Mdga1	8288	212
Fam171a1	4437	2111
Slc4a11	3201	1089
Chsy1	4199	1606
Otud4	7327	5863
Calhm4	3714	0
Phf21b	3836	49
B3gnt6	2367	0
Sap30l	1549	954
Aspg	2732	1033
Pacs2	5486	4539
Lama5	11388	50837
Frmpd1	4812	292
Lrch2	6717	112
Cplane2	951	14
Itpkb	5101	826
Polr3g	3060	394
Kif13b	8914	2538
Adgrf5	8755	3973
Heatr5b	6437	1576
Spink5	4765	2
Maip1	3601	576
Atp8b2	5769	3376
Virma	7115	1883
Focad	5796	1042
Flnc	9167	5824
Tmem52b	2875	6
Htra4	2181	32
Exosc7	1037	984
Uprt	7052	1513
Gabrr3	1456	0
Eml5	10136	455
Hcn4	6580	250
Lemd3	4743	966
Kcnh4	3784	0
Arid4a	5780	1509
Hnrnpul2	5726	11298
Apobec4	1566	0
Tmem182	1096	246
Mamdc4	3990	207
Crnn	1973	0
Dpy19l4	6754	1269
L1td1	2942	0
Sbno1	10270	6565
B3glct	4570	989
Nipal1	4205	1267
Dgki	13238	4
Hs3st5	3095	8
Prdm14	2593	0
Mrpl44	1424	712
Ptafr	3640	430
Irs2	6794	5064
Ermp1	5399	1991
Pprc1	5250	2984
Phip	10729	2277
Zfp174	5942	178
Hcfc2	5437	824
Myo1a	3353	125
Gpr179	9295	12
Ercc6	8423	1043
Esco1	4540	754
Rbbp8	3902	1048
Prr16	2224	122
Slf2	7391	2534
2310009B15Rik	571	528
Stum	6557	24
Ttc30a2	2008	16
Tsc22d2	9798	2468
Map9	6277	104
Lhfpl3	3120	2
D5Ertd579e	6760	3492
Pigg	4685	988
Mn1	6844	163
Spring1	2670	759
Klhl42	6571	992
Palb2	3949	161
Lilra5	2109	202
Prmt9	2781	775
Ripor1	4133	3499
Tln2	12134	1385
Filip1	5207	355
1700017N19Rik	1690	0
Polr3a	4695	1661
Aadacl4	1224	0
Vcan	14689	4277
Myh13	5902	3
Pbrm1	8460	4119
Uggt2	6514	273
Fbxo43	4012	0
Fam186b	3187	6
Lrch3	6166	1551
Kdm3b	7112	4487
Hpse2	2175	4
Flvcr1	4555	619
Tnks1bp1	5747	11147
Erich6	2195	8
Slc44a5	4096	0
Alg6	3114	310
Dnaaf5	3438	1346
Ccdc142	3129	293
Rsf1	11129	1460
Prss53	2531	33
Dscaml1	6825	13
Calhm1	1047	0
Ldlrad1	3541	12
Doxl1	2484	0
Pgd	2279	8349
Cfap126	1739	26
Ak5	3397	727
Tbc1d4	6641	855
Mfhas1	6527	2363
Nlrc3	6006	161
Trim55	2772	249
Ibtk	5650	2623
Tmem28	4765	6
Gm12695	2016	0
Mup6	882	0
Fat1	14627	19077
Mpp7	5773	621
Taf2	5033	1704
Fam217b	2264	71
Prrc2c	10444	9359
Ccdc88b	4959	513
Rprd2	10278	2554
Prr19	1293	0
Arhgef26	5205	1113
Adgrl2	6052	1975
Cdh18	2744	2
Tshz1	5808	2032
Olfr455	954	0
Trio	11497	3710
Atf6	7463	3699
Ptprz1	10006	28
Ppp1r12b	12182	3249
Taok3	4536	3733
Pik3r4	4884	1466
Tmem236	3658	8
Tmco2	710	0
C2cd4b	1330	0
Brpf3	5973	2626
Dsel	5763	388
Gm6614	1953	0
Ric1	6282	1693
Cyb561d1	4191	626
Pds5a	8997	5344
Myo5c	6732	1013
Mphosph9	7837	852
Neto2	5999	340
Sult2a6	969	0
Agl	9963	4046
Hs3st2	2270	0
Chsy3	3882	331
Zkscan2	5645	3
Dnah2	13704	148
D7Ertd443e	2674	48
Slc9a5	5222	1238
Plekhg4	5057	89
Cul9	7844	625
Dgkh	15641	334
Sipa1l2	6753	928
L3mbtl1	5338	13
Setd2	8350	3787
Scaper	5643	844
Adgrd1	5163	666
C9orf72	3151	835
Stxbp5	9074	1043
Chd2	9071	3605
Rhobtb1	4624	2432
Hecw1	9460	58
Slc43a1	2924	180
Cped1	4898	629
Ttc37	5092	1253
2210408I21Rik	5632	158
Mamld1	3457	308
Prdm2	11549	3262
Vma21	4806	1004
Lrrc7	22711	73
Ubr5	9791	9248
Trrap	12479	7965
Cenpf	11122	2056
Arhgap21	6972	6080
Cystm1	1078	7222
Vps8	5033	1476
Tbccd1	2803	685
Ccdc153	1107	0
Shank2	8899	478
Dmxl1	12211	3459
Ces1b	2007	263
Cep164	5513	1430
Cnfn	723	6
Chd5	9486	67
Pcdh9	6241	71
Kidins220	7402	5568
Ankrd11	8816	11977
Elp6	2064	285
Zfp777	3274	1479
Kmt2c	16819	3570
Cdh19	4274	10
Ctcfl	3247	23
Rimbp2	7001	4
Palld	7079	4527
Csmd3	13022	0
Mdn1	17959	2044
Tmem248	3845	4148
Amotl1	8950	4506
Tbc1d31	4206	580
Prss33	1383	14
1810013L24Rik	4074	2343
Adamts3	7663	123
Wdr70	3590	1141
Klhl14	4718	0
Vmn2r28	2744	0
Lrr1	1503	54
Plb1	5321	22
Agmat	1428	583
Phf20l1	6670	3077
Sclt1	3039	399
Bcr	6537	3507
Unc13b	14493	1630
Grm5	8524	0
Samd1	2248	1531
Fndc1	6177	1717
Bicra	5360	870
Dip2a	6355	3699
Abitram	4299	421
Galnt16	4261	140
Bod1l	10538	4399
Ttll5	5045	877
Chrna10	2513	9
Rbm24	3224	675
Dip2c	8024	1566
Flnb	9099	31427
Fam184a	3950	29
Ccdc15	11861	183
Zscan25	2939	1323
Ptprq	9971	25
Ankrd44	6140	741
Fbxo47	1681	17
Ino80d	13529	2217
Fbln2	4477	66349
Wdr86	1786	11
Ncam1	9773	1878
Iqck	1526	114
Vmn2r84	2550	0
Gm10024	564	0
Nin	10662	2002
Furin	4454	10672
Plcd4	3121	21
