Geneid	Length	genome_mapping/High_6556c4.rep7.RNAseq.mm10.sorted.bam
Cyp2d26	1645	4205
Tax1bp3	1417	1314
Tmem59	1544	6395
Atp11b	5151	2850
Kti12	1556	1028
Idh3a	2404	3043
Rab1b	1835	6003
Tgds	2265	618
Trmt5	1669	463
Txndc11	2977	1776
Zfp773	3025	6
Det1	2217	407
1700012A03Rik	1062	0
H2al1m	525	2
Il31	1239	0
Pbp2	1256	180
Tex45	1613	6
Fam209	649	24
Lhpp	1607	399
Slamf9	1145	251
Krtap4-7	978	0
Msrb2	1191	223
Pcolce2	1866	708
Rmc1	2129	1395
Lmf1	1861	988
Ly6k	773	17
Ppp1r3g	2308	191
Fahd2a	1226	262
Abhd14b	1475	1633
Ppp1r11	1679	1228
Commd9	1175	1172
Ctsq	1330	0
Plet1	1846	254
Slc52a2	8561	726
Gatc	1777	854
Tmem101	1576	523
Atg2b	10172	2411
Rflnb	3511	1926
Rbmxl2	1472	0
Mfsd2a	2150	681
Lce1i	731	37
Dnajc18	5167	820
Got1l1	1356	6
Prr30	1862	0
Tmem270	933	0
1700113H08Rik	1343	0
Pkd1l2	7386	41
Wdr38	1206	0
Srxn1	2812	1846
1700122O11Rik	771	0
Actrt3	1892	0
Cby3	706	2
1700123K08Rik	1047	0
Mdh1b	1711	0
Spcs3	3466	4831
Cpb1	1503	0
Catsperg2	3974	19
Creld2	1364	1917
Gje1	1477	0
Dapl1	573	0
Cluap1	1595	421
Ppfia3	4866	15
Cog2	2824	2001
2410137M14Rik	865	0
Usp42	5150	1123
Rpl18a	1291	31758
Nubpl	1193	319
Hyls1	1643	171
Polr3f	4160	992
Rps9	703	30162
Gper1	2509	52
Ttll11	3373	156
Fam81a	2883	116
Cyb5r3	2012	16130
Rnft1	4434	1030
Mettl15	1891	155
Lrg1	1353	14299
Mnd1	874	207
Arrdc5	1056	2
Arfip2	3277	2396
Lypd5	1377	4
Rnf225	3239	70
Chmp5	1372	2749
2610028H24Rik	1763	30
Arxes2	1540	20
Ddrgk1	1101	3484
Ppp1r12c	2982	3492
Ticrr	7196	328
Tstd3	1587	167
2510039O18Rik	2731	3080
Kdm8	2444	260
1700109H08Rik	715	43
Mrap	1351	430
Hyal4	2088	0
Bcl7a	3809	458
Cep83	2986	860
Ston1	2983	1761
Ccdc183	1725	10
Cnrip1	1614	136
Pate5	1135	0
Zkscan1	8261	2074
Crebrf	7453	1872
Hnrnpa0	2678	9824
Slc35e3	3483	1182
Tbcd	3870	2272
Rgs7bp	5828	38
Hgsnat	2679	2550
Gabpb2	8687	4760
9430038I01Rik	1125	256
Nkrf	5383	240
Fam162b	555	0
Wdr82	4313	2801
Akr1c21	1209	0
9530003J23Rik	1219	0
C330018D20Rik	2413	279
Tmem213	530	0
Irak4	2824	794
Ptprb	11912	3388
Spns3	1819	124
Bcl9	6102	1602
Mboat7	2341	1585
Ddx10	3368	1049
Nup210l	5809	157
Prelid2	724	146
Apex2	1891	434
Prdm8	3119	27
Pramel13	2460	12
C330007P06Rik	3339	1144
Zfp955a	3755	380
Lcn12	716	0
Lcn9	839	0
Cstdc2	658	0
Abcb5	3876	2
Mrps5	1434	1228
6030468B19Rik	1078	2
Pmch	748	2
Ermn	3633	0
Dcst1	2342	32
Ulbp1	1819	613
Cdkn2aipnl	1864	2188
Trim35	3684	5976
Adamtsl2	3612	281
Shisal2b	1310	0
Lrrc42	1756	1062
Rpe65	1843	2
Pigh	2352	148
Tchp	2863	917
Mlana	461	0
Lbh	3068	3597
Cryl1	1410	540
Hook1	4239	672
Trmt13	3767	229
Tmem50b	2222	1246
Grifin	539	0
Prr15	1492	142
Ccdc150	3807	10
Mccc2	2124	1053
Tmem190	585	29
4930583I09Rik	629	0
Golgb1	11025	6822
Samt1	984	0
Dnajc21	2053	1296
Spata31	3233	0
Cox7b2	543	2
Tmem210	516	2
Spint4	746	0
Cst11	606	0
Batf3	712	38
Spink12	757	0
9230112D13Rik	778	4
Acbd7	535	4
Nxpe2	3368	30
Mroh9	2956	3
Rbsn	5279	1960
H2bu2	462	18
Naa38	518	490
Snrnp25	832	439
Ddx52	3164	1464
1700034E13Rik	477	0
Pgpep1l	955	10
Tmsb15a	299	0
Micu3	3299	380
Rtf1	4664	3672
Mrpl9	1601	3381
Cnih4	3268	2515
Utp23	2917	354
Srbd1	3530	825
Cstdc1	601	0
Cstad	817	2
Acap2	6493	3270
Acsbg3	2673	50
Ddit4l	2721	274
Dhx58	2412	146
Nol3	2869	435
Galnt15	2341	609
Rictor	9313	3837
Efcab11	2069	150
Usp54	6495	1065
Ak7	3093	16
Ttc30a1	2862	150
Stpg1	2380	14
4930562C15Rik	3829	1
Sp110	1971	113
Gins3	2412	140
Zfp623	2486	1090
Hspa13	4161	1687
Tspyl4	3900	132
Coro7	3488	2409
Cygb	2331	1678
Trmt44	3784	442
Aacs	3175	4705
Wrnip1	2642	2212
Misp	2427	4198
Trim42	2463	0
Fndc8	2081	2
Dlst	2767	7668
9130019O22Rik	3878	222
Polr3h	2514	1157
Saal1	4699	585
Avl9	6691	2036
Spz1	1601	2
Dync1h1	14398	29993
Abcg3	3034	126
Pagr1a	1412	700
Ier5l	1559	705
Tada1	2144	963
Nus1	4614	3214
Smim12	1022	804
Parp9	3564	762
Lysmd3	3126	855
Rilpl2	1260	1672
Zxdc	6911	1147
Sesn3	2158	450
Pofut2	2219	2769
Olfr160	933	0
Slc19a3	2974	34
Car15	1105	27
N4bp1	6469	2414
Rnf34	1954	1262
Rabep2	2539	883
Nbea	10983	1124
Dsg3	4138	10
Clca3a2	3654	19
H1f1	745	2
Fgf20	1476	0
Akr1c6	1359	711
Fgf16	3040	6
Gpx2	1067	648
Gys1	3681	2948
Myh1	6031	5998
Serp1	2449	8329
Il1rapl2	5422	0
Nptxr	4949	45
Igsf6	2133	452
Atf5	1993	2159
Ifitm2	627	6175
Hcar2	1947	574
Cpn1	1791	1695
Hspb8	1816	1923
Tlnrd1	3847	1484
Fcrls	1991	324
Erap1	5363	2012
Cxcr6	1893	26
Lactb	2031	385
Castor2	4745	738
Gpr84	1551	64
Uck2	1337	2061
Syt13	3751	398
Mrgprh	1809	0
Cemip	7114	256
Nckipsd	2870	461
Rad54l2	9326	2096
Tbl1xr1	8127	3004
Defb5	195	0
Vmn1r148	2438	0
Vmn1r171	1581	0
Vmn1r65	2682	0
Vmn1r58	2680	0
Vmn1r56	1832	0
Vmn1r62	1994	0
Vmn1r63	2171	0
Ropn1	844	0
Btnl4	1761	0
Btnl6	1620	2
Sgpp1	3324	1759
Ankrd17	10066	8938
Sorcs2	5721	2338
Ide	4962	4801
F13b	2378	641
Id4	3963	152
Kcnmb1	4188	52
Krt8	1805	84565
Mageb2	993	0
Trim17	3026	6
Dscam	7481	10
Tnxb	9569	998
Tlr9	3471	56
Sf3b1	6191	11199
Klb	3439	249
Siglece	1849	207
Tfap4	2113	632
Glis2	3619	4260
Akap12	6247	1982
Tpsab1	1191	30
Myog	1480	22
Pgk2	1592	0
Prl2c2	852	251
Ren1	1422	0
Ren2	1525	0
Slc2a2	2570	1101
Tfec	1779	268
Tgfa	4553	2858
Gimap3	2145	82
Cstf2t	3752	1474
Ucn3	1478	0
Il23a	1359	166
Plekha3	3007	1287
Plekha2	4985	5017
Mov10l1	4052	113
Fthl17e	848	0
Ifi44l	1286	0
Ogfr	2288	2509
Tex15	8408	10
Ngrn	1718	745
Pik3ap1	4113	2442
Pramel1	2440	0
Gsdmc	2382	0
Tktl1	2471	3
Fstl3	1953	680
Tex13b	2116	0
Tex16	3972	0
Usp26	4133	0
Nlrp4c	3614	0
Pramel3	3673	0
Gtf2a1	5806	1104
Wdr6	4137	2058
Sytl1	1925	48
Sytl3	2819	33
Actl6b	1564	2
Gigyf1	5438	4281
Xlr5c	540	0
Prp2	986	0
Smarcd1	3153	974
Dpp7	1655	1484
Cenpq	3711	255
Tas1r1	2785	4
Ppp1ca	1363	12665
Prkab1	2051	4872
Ghdc	2162	899
Tas1r3	3512	141
Tas1r2	3046	0
Tnk1	3220	131
Abcg5	2411	556
Cep41	3937	321
Gpr137b	2981	1688
Nrg4	1928	354
Tssk6	1335	96
Tbx19	2662	0
Mmp1a	2024	0
Mmp1b	1997	0
Myo7b	6591	455
Kremen1	4907	2996
Plvap	2016	2218
Sucnr1	1571	52
Cd96	2181	14
Kel	2516	0
Hamp	406	8770
Sval2	558	0
Gtpbp3	2675	1101
Cdo1	1751	10616
Ocm	735	0
Hes7	964	20
Krt7	1586	50459
Tars	2636	4070
D17H6S56E-5	3326	10320
D1Pas1	3212	0
M1ap	2051	71
Nudt19	1922	1310
Lcn8	652	1
Emc9	805	237
Snurf	2020	0
Lce3c	564	0
Ngfr	3406	94
Srebf2	4570	15494
Actn2	2984	6885
Chrm3	3168	45
E2f6	2496	992
Slco2a1	4709	6984
Lztfl1	6676	503
Dgcr8	4225	1558
Loxl2	5180	5166
Copb1	3315	5260
Krt23	1549	1801
Dock2	6416	839
Clic1	1159	15813
D17H6S53E	2126	626
Vangl2	5698	280
Laptm4b	1897	2261
Ferd3l	885	0
Spred2	2872	2188
Ubqln4	3372	4551
Oas1c	2286	102
Vps37a	6379	1954
Klf7	1336	577
Tmem121b	5008	2
Cnnm4	4582	1494
Rcc1l	2310	1413
Prcc	2053	1726
Pcdhgb1	4684	30
Pcdhgb2	4629	81
Pcdhgb4	4658	80
Pcdhgb5	4705	72
Pcdhgb6	4683	215
Pcdhgb7	4691	181
Pcdhgb8	3234	62
Pcdhgc3	4686	933
Pcdhgc4	5023	45
Pcdhgc5	4707	53
Pcdhga1	4707	50
Pcdhga2	4715	52
Pcdhga3	4691	41
Pcdhga4	4697	42
Pcdhga5	4666	45
Pcdhga6	4668	84
Pcdhga7	4659	97
Pcdhga8	4729	30
Pcdhga9	4717	48
Pcdhga10	4706	220
Pcdhga11	4713	280
Pcdhga12	5079	251
H4c14	384	4
Bcl3	1835	1378
Peli2	5849	576
Amn	1700	61
Dqx1	3158	577
Uchl4	1162	18
Cela1	1106	522
Csprs	2733	0
Atp6v0b	996	2579
Supt16	4491	3112
Lmx1a	3338	6
Rpl10	795	30938
C1galt1	2065	1098
Spock2	3915	411
Olig3	2066	0
Zfp91	5609	3630
Lrp1b	14743	0
Agpat3	3439	4919
Mlph	4484	8286
Chrac1	851	1089
Cox6c	503	4533
Fgd6	8044	2623
Nup62	3746	2018
Rheb	1521	4208
Slc45a2	2983	0
Slc15a1	3123	4
Aldh1a3	3400	3280
Tcf23	4101	192
Epgn	1704	2
Ifitm5	716	27
Naa15	6090	4084
Cox4i2	727	39
Tac4	1251	0
Il24	1116	16
Nat8f2	3280	1288
Lmod2	1967	3033
Setbp1	11008	1006
Trim8	3241	5350
Selenof	1509	13607
Entpd7	6050	976
Klhl1	4048	386
Lmod1	3942	52
Gpr45	3860	0
Clec2d	1214	748
Gpnmb	3798	972
Ear6	712	1
Ear10	699	10
Rnase2a	690	446
Pabpc5	2434	0
Wnt16	1666	30
Pard6g	3143	292
Echs1	1502	5557
Immp2l	1147	390
Smarca5	4639	4065
Pcdhb1	2457	0
Pcdhb2	2775	6
Pcdhb3	3787	18
Pcdhb4	3719	38
Pcdhb5	3533	48
Pcdhb6	3579	4
Pcdhb7	3506	34
Pcdhb8	2340	4
Pcdhb9	3055	86
Pcdhb10	2841	12
Pcdhb11	3615	2
Pcdhb12	3034	48
Pcdhb13	3693	26
Pcdhb14	3438	50
Pcdhb15	2795	12
Pcdhb16	5270	144
Pcdhb17	3270	80
Pcdhb18	5039	28
Pcdhb19	4714	30
Pcdhb20	3398	48
Pcdhb21	2712	6
Pcdhb22	3067	49
Hemgn	2310	0
Klra21	1137	0
Klra22	1233	26
Klra18	1230	280
Klra19	1106	0
Tm2d1	986	650
Mrpl27	730	941
Mrpl34	646	818
Mrpl36	902	807
Mrpl43	1213	780
Clec2h	2160	0
Trim16	3896	1585
Csmd1	14278	36
Mepe	1682	0
Kifc5b	2627	466
Hrg	1737	16225
Mcoln1	2002	2077
Acsbg1	2775	3651
Nans	1904	2950
Cdk20	1827	320
Ugt2a1	2570	0
Col4a6	6648	114
Srd5a2	3613	40
S1pr5	2495	36
Pi15	6923	212
Ric8a	2967	2599
Sfxn2	3212	702
Cadm3	4159	48
Ces1d	1966	344
Magee1	3584	239
Erc1	9854	2114
Taar1	999	0
Magee2	2316	2
Tas2r103	939	0
Tas2r116	918	0
Myo1f	3833	750
Ugt2b37	1879	0
1700102P08Rik	1098	3
Vmn1r48	909	0
Vmn1r47	933	0
Vmn1r43	1069	27
Vmn1r42	1098	0
Vmn1r52	930	0
V1ra8	840	0
Vmn1r54	948	0
Vmn1r50	933	0
Vmn1r53	1122	6
Vmn1r44	933	0
Vmn1r40	933	4
Vmn1r46	930	0
Vmn1r41	1025	0
Vmn1r10	936	0
Vmn1r29	912	0
Vmn1r11	900	0
Vmn1r13	903	0
Vmn1r15	900	0
Vmn1r14	912	0
Vmn1r25	909	0
Cldn16	1172	0
Prss1	807	0
Aipl1	1570	14
Dok4	2604	1187
Lyve1	2607	1108
Slc5a5	2928	192
Krt82	2095	0
Crip3	1014	6
Gm4736	1622	0
Elac1	4971	608
Pth2	569	0
Prss28	1190	0
Prss29	1181	0
Impa2	1737	931
Hsd17b11	1699	6252
4930444G20Rik	1771	0
Selenom	890	878
Rasa2	5699	1266
Dhcr24	4028	16867
Ttyh2	3456	3342
Scgb3a1	613	16
Antxr1	5264	1580
Cd248	2562	936
Adgra2	5517	2728
H3c15	649	11
Pip4k2b	5053	1812
Adgrv1	19328	44
Slc13a3	3224	521
Pawr	1828	1782
Psg20	1428	0
Ceacam3	4037	2
Psg25	3067	0
Psg28	1963	0
Psg29	5441	0
Plcz1	2182	0
Vsx1	3568	0
Afg3l1	4268	3306
Pcdha1	5248	0
Tsga13	1141	0
Defb6	323	0
Prelp	3602	1285
Baz2a	8369	5498
Iltifb	1110	2
Calcb	962	23
Alpk3	6369	554
Pnpla3	4649	61
Tgs1	4327	935
Olfr73	942	0
Olfr74	957	0
Acsm1	2052	954
Necab2	1971	0
Steap4	3140	1616
2310034C09Rik	943	0
Recql4	3922	249
Klf16	2652	778
Btnl2	2563	10
Cttnbp2	5980	55
Elmo1	5877	856
Igsf8	2280	2773
Lpo	2927	0
Fezf2	2304	4
Rdh1	3890	0
Tssk3	1034	0
Asb7	5055	513
B3galt6	3213	458
Helb	4532	937
Srgap3	8886	603
Gjc3	4111	19
Synpo2	7116	338
Gjc2	2254	14
Mrps6	780	701
Muc4	11276	567
Bsnd	2714	0
Strc	5757	16
Zfp358	1999	2263
Hnmt	1638	138
Pofut1	5603	2202
Ppp1r3a	7120	628
Kcnn3	7617	73
Atp6v0a4	3285	108
Smc1b	4040	15
Itpr3	8990	18949
Plpp3	3162	3231
Tm9sf2	3062	6661
Snx4	2442	3699
Itprid2	5093	3957
Sh3bgrl3	687	3752
Ube2n	3851	1906
Acss1	3594	1581
Aco2	2768	15994
Eif3h	1228	13612
Nme5	845	25
Mvp	2810	9245
Baalc	2315	46
Bhlhe23	2520	0
Caskin2	4722	1419
Bmp2k	6568	1218
Rem2	1887	213
Il25	1063	0
Setd7	7356	4641
Lnx2	4543	1961
Mydgf	913	2411
Socs4	6886	1399
Ftcd	2710	3124
Asb15	4268	297
Wdr5	2903	2744
Nek8	2800	1303
Pask	5119	452
Slc7a12	1729	0
Zcchc14	6476	4866
Vps4a	2136	2522
Pcdh18	5168	162
Colec12	3322	1343
Elovl6	5949	1306
Slc2a10	3434	116
Bbox1	1628	178
Gpha2	588	6
Recql5	3986	768
Grin3b	3274	120
Nphs2	3124	8
Cntnap4	4850	66
Snx18	4447	2398
Krtap6-5	611	0
Krtap19-3	526	0
Nxph3	2093	4
Card10	4728	3999
Cdk9	3389	3670
Olfr138	939	0
Nobox	1893	0
Krtap19-2	605	0
Krtap19-4	304	0
Krtap19-1	493	0
Cdhr1	4340	14
Otud7a	3461	4
Cyp4f13	1711	1390
Card14	4210	144
Anp32b	1691	6364
Rtn4ip1	2982	300
Scrt1	4010	0
Cd209c	1550	20
Cd209d	863	40
Cd209e	1771	6
Parvb	3705	2538
Cacng6	1510	27
Slc5a4a	2055	0
Rogdi	1392	636
Gask1b	6627	439
Cacng7	2342	108
Cacng8	2116	4
Eps8l2	3065	4278
Npffr2	1643	0
Pygl	2821	2165
Scn4a	6598	117
Trhr2	2101	6
Zscan5b	1969	0
Arr3	1359	1
Kcnh7	3798	4
Pilrb1	1020	352
Sertad3	1257	414
Zfp704	13844	912
Adgrl4	4106	731
Rac3	1078	213
Atp13a1	3914	6393
Acbd3	3471	2233
Pdzd3	2181	17
Nup155	6404	2888
Zfp87	2709	350
Ripply3	1529	522
Rfxap	2162	968
Khdrbs2	2274	0
Apcdd1	3418	418
Cd209a	1484	28
Crb1	4702	6
Ms4a3	1009	0
Slc5a2	2270	0
Gsx2	1665	0
Asb6	2113	1591
Prss8	1860	311
Tm9sf3	6144	15673
Oosp1	873	2
Sumo2	998	788
Krt75	3268	2
Zfp617	2948	432
Krtap19-9b	461	0
Acaca	9032	2290
Erdr1	777	1059
Myoz3	3397	10
Prima1	905	0
Dnah5	15616	6
Ppp1r14c	2524	333
Edaradd	8103	14
Mat1a	3486	42464
Cd81	1518	9086
Cyp2a12	1664	2683
Ercc3	2681	2811
Ces1e	2073	18
Ier3	1090	5483
Lad1	2992	5509
Ndufv1	1608	7600
Slc25a3	1520	19987
Sult1a1	1275	3546
Tor1b	2997	2154
Arhgef5	5407	9943
Osgep	1608	938
Sac3d1	1374	781
Tspan1	1971	140
Rab31	3476	6417
Qprt	1197	589
Rbm42	1701	2890
Hrnr	10658	0
Btbd10	2563	869
Prpf6	3055	4321
Sec22a	3992	774
Pycr2	1599	1546
Tmem97	1333	1163
Ctdspl	4627	1962
Spata4	1057	0
Klk10	1354	12
Smap2	2905	1758
Tmem30a	3660	3554
Metrn	1363	1174
Abhd17c	2238	1906
Bloc1s4	1306	864
St13	1622	7026
Kptn	1649	372
Krt25	1989	0
Prss22	1324	613
Clmp	4147	431
Ptcd1	3219	1066
Lancl2	3657	652
Antxr2	3806	5979
Tmem123	2986	2854
Prmt3	2495	1075
Lypd3	1629	4
Calhm2	2049	100
Emc7	1072	2802
Gpn1	3144	1208
Pgs1	2298	2257
Dcp1a	5616	1290
Ncapg2	6571	1459
Dnttip1	1244	1555
Fbxo31	4355	3508
Asl	1824	5930
Coq8b	2190	1117
Memo1	1499	1829
Adgrf1	3504	106
Ube2s	988	1309
Fam131a	2271	78
Tpr	7550	9170
Ptges2	1952	1072
Nmd3	1738	1810
Icmt	5392	2738
Wwc2	6548	6704
Qars	2501	5724
Ttc1	1467	1260
Exd2	3323	811
Nol12	1993	1228
Gtf2f1	1720	3254
Cops8	1843	2380
Lrrc59	2834	9396
Kmo	2498	736
Stk17b	3278	1679
Lbr	3552	2785
Sh3bp4	5014	3363
AI597479	3457	627
Ppp1r15b	5588	4582
Phlpp1	6104	1642
Nop53	1557	5138
Rdh10	2295	4340
Ehd4	3387	8870
Clp1	1849	698
Tm9sf4	3895	4258
Hrh3	2625	0
Snapin	1916	2573
Usp53	4014	1709
Mindy1	2834	6909
Olfml3	1736	1971
Eps8l3	2270	1035
Adprhl2	1368	1037
Stx12	2320	2421
Smpdl3b	1925	448
Bsdc1	2659	1955
Lao1	1958	0
Oas1d	1734	2
Ugt2b38	1893	6
Slc15a4	2706	1509
Lrrc8c	2829	3505
N4bp2l1	1906	394
Psph	1537	793
Spon2	2237	394
Acacb	8485	1821
Ube3c	5033	3877
Adgra3	4475	2425
Chpf2	5371	3219
Eif3b	2966	17600
Mlxip	8074	4325
Emilin1	3464	2330
Snx21	1520	904
Rbm28	4186	2318
Camk1	1434	1907
Itfg2	2299	1139
Chchd4	1245	578
Creld1	2250	1227
Pot1a	2938	536
Rpn1	3642	10958
Isy1	1619	1521
Brk1	1095	3584
Lsm8	750	1073
Fbxl14	4219	1792
Vrk3	1752	1046
Nlrp6	4436	987
Numa1	7153	7328
Ptov1	1764	3322
Kdelr1	1525	3901
Unc45a	3263	2836
Sf3b3	4299	9006
Usb1	1764	1312
Rhou	3367	3242
Dohh	1438	946
Zdhhc7	2854	1675
Snapc2	1514	790
Cyp4v3	2898	1326
Armc6	2198	563
Cdcp1	3849	1029
Trip12	9632	9047
Imp3	899	1703
Trf	2332	228569
Slc22a13	2004	4
Alg9	2778	973
Rpp25	1346	228
Cd276	3185	2953
Hemk1	2194	290
Il13ra1	3716	2256
Pwp1	2579	1542
Upb1	3042	1327
Apon	1618	1351
Apof	2327	1249
Fam207a	2428	1636
Fig4	3263	1023
Traf3ip2	2867	512
Zc3h10	2096	753
Enpp3	2815	414
Cisd1	965	1545
Ncln	2879	5566
Nup107	3092	1742
Psme4	6442	3903
Tmed4	1625	2817
Pnpo	2036	1446
6330403K07Rik	1598	8
Tbc1d10a	1913	950
Tubg1	1627	1333
Tubg2	1777	42
Nt5m	1306	374
Hoxb2	1629	32
Ccdc117	3401	885
Ddx1	2469	6120
Tedc1	3355	991
Adi1	1675	3551
Sptssa	1363	2172
Pelo	1572	757
Ddx41	2205	3236
Epdr1	2387	1372
Slf1	3742	432
Akr1c14	2445	584
Chmp7	2706	2312
Dnajc9	1631	778
Farp1	4857	7704
Ppif	1547	825
Kdelr3	1414	900
Topors	3842	1655
Fbxo4	3446	831
Mfsd5	1742	1926
Psmd2	3053	15313
Pla1a	1974	1605
0610012G03Rik	1456	1670
Gpsm3	1343	266
Pkdcc	2454	993
Nrm	1464	657
Scaf8	4873	3672
Ift140	5804	894
Abhd3	1887	109
Smim3	1986	1352
Hmgxb3	5199	1776
Lars	3911	5228
Wdr74	1204	1584
Ciapin1	4327	3107
Tmem109	1929	3300
Carns1	3968	406
Otub1	1677	4793
Yars	2404	1905
Atp6v1b1	1972	0
Cd300c2	1139	343
Il17rc	2369	1624
Mcoln3	1712	0
Syt12	3277	658
Vmn1r37	909	0
Vmn1r36	918	0
Vmn1r35	891	0
Vmn1r38	909	0
Vmn1r33	918	0
Vmn1r32	2442	0
Vmn1r17	912	0
Vmn1r26	1020	0
Vmn1r24	891	0
Vmn1r5	1086	0
Vmn1r6	912	0
Vmn1r4	894	0
Vmn1r30	909	0
Vmn1r22	909	0
Vmn1r23	909	0
Vmn1r28	909	0
Vmn1r18	900	0
Vmn1r19	927	0
Vmn1r21	894	0
Vmn1r16	912	0
Vmn1r9	1051	0
Vmn1r8	1213	0
Acot2	2198	428
Galnt10	4701	3039
Vmn1r229	921	0
Vmn1r226	897	0
Vmn1r228	1443	0
Vmn1r232	1159	0
Vmn1r225	897	0
Vmn1r227	921	0
Vmn1r231	936	0
Vmn1r230	951	0
Vmn1r234	990	0
Vmn1r235	1781	0
Vmn1r237	870	0
Vmn1r236	1121	0
Vmn1r233	960	0
Vmn1r73	912	0
Vmn1r80	927	0
Vmn1r76	975	0
Vmn1r74	915	0
Vmn1r75	918	0
Vmn1r78	942	0
Vmn1r83	921	0
Vmn1r81	921	0
Vmn1r-ps103	972	0
Vmn1r200	939	0
Vmn1r199	1104	0
Vmn1r214	1104	0
Vmn1r213	1155	0
Vmn1r206	939	0
Vmn1r205	951	0
Vmn1r208	927	0
Vmn1r215	903	0
Vmn1r198	903	0
Vmn1r201	903	0
Vmn1r218	897	0
Vmn1r195	1088	0
Vmn1r202	909	0
Vmn1r193	960	0
Vmn1r89	951	0
Vmn1r87	888	0
Vmn1r70	897	0
Vmn1r67	999	0
Vmn1r66	1524	0
Vmn1r185	960	0
Vmn1r84	957	0
Vmn1r82	915	0
Vmn1r210	921	0
Vmn1r203	936	0
Vmn1r220	897	0
Vmn1r219	939	0
Vmn1r217	897	0
Vmn1r222	927	0
Vmn1r212	1074	0
Vmn1r211	897	0
Vmn1r197	897	0
Vmn1r216	897	0
Acot4	2325	327
Havcr2	2724	255
Trpm8	3821	0
Elovl5	2781	3490
Slc26a6	2725	145
Vmn1r27	912	0
Il17rd	8220	514
Gpr37l1	2253	6
Trpm2	7292	227
Tymp	2334	380
Apobr	3599	939
Exosc5	1110	845
Fam3c	2739	1602
Ubfd1	4831	1482
Zcchc7	2523	967
Gfm1	2598	2711
Usp39	2237	2171
Larp7	2121	1947
D6Wsu163e	2238	513
Gldc	3785	3367
Atp5o	772	6501
Tomm70a	3778	4147
Praf2	1206	1501
Ccdc22	2256	820
Pim2	2041	290
Fam50a	1383	1666
Txlnb	4457	2924
Cers1	2724	0
Atp12a	3951	0
Sugct	1724	252
Tmc2	3216	0
Mvd	1864	1983
Socs7	7274	1648
Prpf8	7481	14523
Casc3	3742	2020
Pcdha9	5341	0
Pcdha3	5355	0
Pcdha12	5254	0
Sardh	4558	4620
Ufsp2	1638	1101
Eif4a3	1463	3790
Stab1	7995	4940
Stab2	8133	988
Pkhd1l1	13049	608
Med9	3013	688
Shkbp1	2347	876
Edem1	5858	4458
Ash1l	11270	5432
Lrrc4	3622	16
Rspo1	1834	56
Wfdc12	725	0
Cavin2	3055	6943
Nap1l3	2825	12
Smim11	500	488
Mthfd1	3324	3714
Nop2	2623	3204
Prom2	4266	34
Tmem47	4082	226
Hexim1	3400	1648
Slc25a36	3061	708
Tmlhe	2257	218
Dbh	2282	4
Pou4f2	3207	2
Pou4f3	1146	0
Cabp7	3028	2
Wdr81	6909	1761
Ttc36	764	1901
Ell2	3649	1390
Abcg4	3626	12
Rassf3	3424	2061
Cspg4	8050	508
Bloc1s5	1757	512
Tnip2	1966	1475
Adgre4	3491	60
Dnajc17	1008	333
Spats2	2058	1169
Slc6a20a	1894	24
Slc39a6	3882	1863
Rab40b	1865	47
Clca3b	3305	80
Spag4	1502	37
Rab40c	2466	1161
Gbgt1	1335	91
Cytip	5735	874
Dppa3	818	0
Defb9	323	0
Defb7	306	0
Defb11	339	0
Defb15	331	0
Defb13	231	2
Defb35	267	0
Defb10	297	0
Onecut3	4689	1171
Atxn7	6852	1402
Rhbdl3	3767	98
Cog8	2104	1164
Nol6	4483	3154
Pth2r	2414	0
Galnt2	4111	7188
Ece2	3129	0
Braf	9728	1298
Mcfd2	2275	4203
Moxd2	1860	0
Wnt9a	3318	316
Il31ra	3668	4
Mylk	7809	3057
Catsper1	2304	0
Kif18a	3368	281
Car9	1959	1914
Vasn	3189	2113
Otoa	3663	14
Mllt6	7271	4565
Dph1	2103	365
Osbpl2	2807	2314
Arl6ip4	1182	2295
Zfp52	3164	650
Tbc1d19	2688	764
Bmerb1	2355	0
Sec14l2	2528	1067
Tbc1d10b	3614	2473
Zfp622	2803	2742
Angel1	3850	284
Tmem214	2832	4423
Pimreg	1466	800
Cep85	3866	1307
Rnf126	1639	2316
Cabp4	1433	3
Cpa5	2187	0
Babam2	1460	1810
2210407C18Rik	879	201
Eif3j1	2413	0
Zfp119a	2041	111
Il23r	2488	8
Trib1	4026	2320
Spice1	4342	398
Trib2	4198	802
Stxbp6	4325	1016
Dlgap5	2964	857
Lgi4	3444	108
Myrip	4762	228
Fcgr4	1250	666
Crygb	633	0
Wt1	3092	451
Acat1	3373	4667
Slc22a19	1983	0
Hectd1	8988	11659
Slc25a38	1783	706
Tmem63a	3239	5113
Metrnl	2468	881
Lmcd1	1728	865
Tmem143	2169	420
Hnrnpll	3133	2953
Chrna2	3527	22
Depdc7	1778	2174
Klhdc8a	4269	176
Cbx7	2893	2242
Tnrc6b	17528	2886
Slc24a1	5226	8
Hdhd5	1908	412
Rhbdl1	1543	167
Camk1g	2453	17
Ncaph	2694	1237
Ccdc92	2256	350
Mfsd4b1	2679	179
Utp6	3871	1846
Spata20	2589	40
Aarsd1	1333	923
Dhx8	4318	1776
Heatr1	6776	2184
Ice1	7675	3701
Mtmr6	3837	2973
Pcca	2752	918
Ugt3a2	2196	808
Eppk1	12325	1154
